ward,type,location,year,est_cost,id,address,query,geometry,ward_precinct_locate,precinct_locate,shape_area,shape_len,ward_locate
13,Bollard Menu,6245 S MOODY AVE,2017,487.4,11047,6245 S MOODY AVE,google,"c(-87.7749335, 41.7783136)",13011,11,2005342.68663,5999.33593347,13
13,Bollard Menu,6245 S NATOMA AVE,2016,635.25,10937,6245 S NATOMA AVE,google,"c(-87.7871317, 41.7782118)",13031,31,2140113.13767,7987.80363678,13
36,Curb & Gutter Menu,6245 W NEWPORT AVE,2022,9107,32232,6245 W NEWPORT AVE,census,"c(-87.782370341, 41.9429522710001)",36030,30,2603144.91338,6697.14168481,36
2,Bollard Menu,625 W JACKSON BV,2006,4285,1058,625 W JACKSON BV,census,"c(-87.6433582019999, 41.877994368)",42016,16,2145104.1849,6186.09134001,42
48,Sidewalk Menu,6250 N GLENWOOD AVE,2021,2048.48,42184,6250 N GLENWOOD AVE,census,"c(-87.665325562, 41.9957370720001)",48020,20,1781472.99085,5379.13320347,48
50,Alley Resurfacing Menu (1-1),6250 N LINCOLN AVE,2019,15818.425,43445,6250 N LINCOLN AVE,census,"c(-87.715420566, 41.9953284490001)",50025,25,5751278.2605,10429.5650783,50
23,Bollard Menu,6250 S ARCHER AV,2008,2244,19408,6250 S ARCHER AV,census,"c(-87.776423832, 41.7935611030001)",23014,14,2443471.38695,6591.80411454,23
39,Street Light Upgrade,6251 N LOWELL AVE,2013,400,34347,6251 N LOWELL AVE,census,"c(-87.7373835389999, 41.994550202)",39040,40,2945114.15168,7912.33473306,39
48,Curb & Gutter Menu,6254 N GLENWOOD AVE,2016,5662.5,41841,6254 N GLENWOOD AVE,census,"c(-87.6653265849999, 41.995781075)",48020,20,1781472.99085,5379.13320347,48
48,Street Lighting,6255 N KENMORE AVE,2011,350,41647,6255 N KENMORE AVE,census,"c(-87.656984971, 41.9959683980001)",48015,15,673969.46191,5027.68002537,48
40,Street Light Upgrade,6256 N CLARK ST,2013,400,35102,6256 N CLARK ST,census,"c(-87.670202939, 41.9957823830001)",40037,37,2028534.74645,5999.44561632,40
50,Street Light Upgrade Menu,6257 N KEDZIE AVE,2020,500,43477,6257 N KEDZIE AVE,census,"c(-87.7092642969999, 41.9948628970001)",50039,39,1899452.91153,5848.4232819,50
23,Chicago Park District,6258 W 62 nd Street,2007,9300,19391,6258 W 62 nd Street,google,"c(-87.7784086, 41.7798901)",13018,18,2772390.02522,7979.55442685,13
13,Alley Apron Menu,6258 W 64TH ST,2016,19300.13,10930,6258 W 64TH ST,census,"c(-87.777741167, 41.775935245)",13004,4,1990546.06412,6666.27079928,13
36,Sidewalk Menu,6258 W CORNELIA AVE,2021,513.77,32181,6258 W CORNELIA AVE,census,"c(-87.782729068, 41.9438778590001)",36030,30,2603144.91338,6697.14168481,36
36,Sidewalk Menu,6259 W FULLERTON AVE,2018,17844.36,31991,6259 W FULLERTON AVE,google,"c(-87.7828409, 41.9234561)",36004,4,4669009.58104,11990.6782886,36
39,Curb/Gutter Menu - Change Order,6260 N Ionia,2009,3000,34173,6260 N Ionia,census,"c(-87.745728163, 41.9940055260001)",39015,15,6086098.87201,9823.81603406,39
44,Curb & Gutter Menu,627 W BRIAR PL,2021,1685.04,38867,627 W BRIAR PL,census,"c(-87.645349907, 41.9391334640001)",44021,21,1031165.17475,4165.79685237,44
38,Floodlight Menu,6274 W JOYCE LN,2015,600,33682,6274 W JOYCE LN,census,"c(-87.78241908, 41.9547563780001)",38026,26,2625438.23888,7687.83329626,38
11,Street Light Upgrade Menu,628 W 44TH ST,2021,500,9297,628 W 44TH ST,census,"c(-87.641992207, 41.814424912)",11013,13,3078890.66583,7980.45465762,11
49,Alley Resurfacing Menu  1,629 W SHERWIN AVE,2019,30284.38,42889,629 W SHERWIN AVE,google,"c(-87.6626931, 42.015031)",49014,14,826714.504415,4577.30563385,49
38,Floodlight Menu,6294 W JOYCE LN,2015,600,33681,6294 W JOYCE LN,census,"c(-87.782462674, 41.954643855)",38026,26,2625438.23888,7687.83329626,38
42,Miscellaneous CDOT Projects,630 N KINGSBURY ST,2017,150000,36899,630 N KINGSBURY ST,census,"c(-87.640961406, 41.8928383860001)",42037,37,509672.107601,3476.09972536,42
42,W. OHIO; FRANKLIN & CHICAGO MONTGOMERY WARD PARK,630 N KINGSBURY ST,2018,36014.6666666667,36957,630 N KINGSBURY ST,census,"c(-87.640961406, 41.8928383860001)",42037,37,509672.107601,3476.09972536,42
43,Alley Resurfacing Menu,630 W WEBSTER AVE,2016,5018.08,37791,630 W WEBSTER AVE,census,"c(-87.644960076, 41.9218794080001)",43029,29,1751739.34029,5289.53439572,43
20,Guardrail Menu,6300 E 63 ST,2008,2064,17003,6300 E 63 ST,google,"c(-87.6059255, 41.7803989)",20005,5,2530431.57016,6961.60838009,20
50,Street Speed Hump Menu,6300 N CAMPBELL AVE,2021,26.5,43537,6300 N CAMPBELL AVE,google,"c(-87.6925775, 41.9960094)",50030,30,1752876.22174,5296.88014338,50
50,Street Speed Hump Menu,6300 N CAMPBELL AVE,2022,4673.5,43580,6300 N CAMPBELL AVE,google,"c(-87.6925775, 41.9960094)",50030,30,1752876.22174,5296.88014338,50
23,Viaduct Improvement Menu,6300 S CENTRAL PARK AVE,2022,10298.08,20618,6300 S CENTRAL PARK AVE,census,"c(-87.713151813, 41.77785326)",23011,11,2760637.56498,7018.01805837,23
16,Sidewalk Menu,6300 S MAPLEWOOD AVE,2017,108099.91,14518,6300 S MAPLEWOOD AVE,census,"c(-87.687310457, 41.7791699800001)",16022,22,1917659.19635,8006.75221359,16
17,Street Speed Hump Menu,6300 S SACRAMENTO AVE,2021,2350,15360,6300 S SACRAMENTO AVE,google,"c(-87.6982735, 41.7790555)",16035,35,2533490.97141,7963.15853419,16
13,Street Speed Hump Menu,6300 S TRIPP AVE,2017,3700,11098,6300 S TRIPP AVE,google,"c(-87.7288588, 41.7785824)",23010,10,3265825.33868,10305.5476366,23
23,Curb & Gutter Menu,6300 W 63RD PL,2021,1004.18,20501,6300 W 63RD PL,google,"c(-87.7789384, 41.7770866)",23002,2,1790900.81685,7998.13068933,23
23,Sidewalk Menu,6300 W 64TH ST,2018,569.02,20298,6300 W 64TH ST,google,"c(-87.7789146, 41.776144)",23002,2,1790900.81685,7998.13068933,23
39,Sidewalk Menu,6300 W HIGHLAND AVE,2017,5736.3,34483,6300 W HIGHLAND AVE,google,"c(-87.7855947, 41.9966876)",39020,20,3130216.68903,8330.44863724,39
39,Sidewalk Menu,6300 W HIGHLAND AVE,2018,7193.96,34519,6300 W HIGHLAND AVE,google,"c(-87.7855947, 41.9966876)",39020,20,3130216.68903,8330.44863724,39
23,Curb & Gutter Menu,6301 W 63RD PL,2016,1930.59,20083,6301 W 63RD PL,google,"c(-87.7789737, 41.7765911)",23002,2,1790900.81685,7998.13068933,23
23,Sidewalk Menu,6301 W 63RD PL,2016,14255.25,20161,6301 W 63RD PL,google,"c(-87.7789737, 41.7765911)",23002,2,1790900.81685,7998.13068933,23
30,Alley Resurfacing Menu,6301 W DIVERSEY AVE,2022,6987.04,26736,6301 W DIVERSEY AVE,census,"c(-87.783352748, 41.93103217)",30029,29,1771077.2596,5320.47208719,30
36,Sidewalk Menu,6301 W FULLERTON AVE,2022,9329.79,32286,6301 W FULLERTON AVE,google,"c(-87.7832003, 41.9234563)",36004,4,4669009.58104,11990.6782886,36
36,Curb & Gutter Menu,6302 W ROSCOE ST,2019,3049.03,32040,6302 W ROSCOE ST,census,"c(-87.783834257, 41.9420322560001)",36030,30,2603144.91338,6697.14168481,36
36,Sidewalk Menu,6308 W PATTERSON AVE,2020,5331.9,32116,6308 W PATTERSON AVE,census,"c(-87.784117634, 41.946607493)",36015,15,2304882.19209,7293.2821269,36
43,Alley Resurfacing Menu,631 W BELDEN AVE,2016,9883.33,37790,631 W BELDEN AVE,census,"c(-87.6450221279999, 41.9236809920001)",43029,29,1751739.34029,5289.53439572,43
44,Street Light Upgrade Menu,631 W SURF ST,2019,500,38799,631 W SURF ST,census,"c(-87.645330569, 41.934855826)",44018,18,1220045.89608,4986.78551056,44
39,Alley Apron Menu,6311 N MELVINA AVE,2016,9149.38,34426,6311 N MELVINA AVE,google,"c(-87.7826282, 41.9954552)",39020,20,3130216.68903,8330.44863724,39
13,Bollard Menu,6311 W 59TH ST,2021,876.74,11393,6311 W 59TH ST,google,"c(-87.7795932, 41.7848398)",13022,22,2349846.96343,6691.76980927,13
45,Chicago Park District,6312 W Rosedale,2008,200000,39119,6312 W Rosedale,census,"c(-87.785316257, 41.988426771)",45044,44,2420007.05441,6659.76766801,45
13,Sidewalk Menu,6313 W 59TH ST,2019,605.92,11306,6313 W 59TH ST,google,"c(-87.7797116, 41.7848363)",13022,22,2349846.96343,6691.76980927,13
13,Bollard Menu,6314 S KILDARE AV,2007,714,10520,6314 S KILDARE AV,google,"c(-87.7303248, 41.7780405)",13035,35,1651013.77135,7292.54570839,13
13,Concrete Alley Menu,6314 S KOLIN AVE,2019,10167.25,11260,6314 S KOLIN AVE,google,"c(-87.7315686, 41.7780398)",13035,35,1651013.77135,7292.54570839,13
40,Sidewalk Menu,6315 N HOYNE AVE,2018,7793.98,35322,6315 N HOYNE AVE,google,"c(-87.6818238, 41.9962901)",40035,35,3213971.16711,8244.17021655,40
13,Sidewalk Menu,6315 S KOMENSKY AVE,2021,2108.66,11482,6315 S KOMENSKY AVE,census,"c(-87.723952232, 41.7779146030001)",13028,28,1603375.88521,5644.94681809,13
15,Bollard Menu,6315 S RICHMOND ST,2009,1428,13237,6315 S RICHMOND ST,census,"c(-87.697022908, 41.778481087)",17007,7,1986714.4415,5980.93796611,17
15,Bollard Menu,6315 S ST LOUIS AV,2008,714,13188,6315 S ST LOUIS AV,google,"c(-87.7101608, 41.7783507)",23031,31,1998542.55617,6675.07672269,23
23,Curb & Gutter Menu,6316 W 64TH PL,2016,1505.73,20082,6316 W 64TH PL,census,"c(-87.7791199709999, 41.7749906560001)",23002,2,1790900.81685,7998.13068933,23
36,Sidewalk Menu,6316 W EDDY ST,2022,2595.29,32287,6316 W EDDY ST,census,"c(-87.784347732, 41.9447760200001)",36030,30,2603144.91338,6697.14168481,36
13,Street Light Upgrade Menu,6318 S LOREL AVE,2021,500,11521,6318 S LOREL AVE,census,"c(-87.755626577, 41.777400389)",13043,43,2305916.07002,8565.48633623,13
20,Sidewalk Menu,6319 S VERNON AVE,2018,22492.34,17430,6319 S VERNON AVE,census,"c(-87.614385053, 41.779527376)",20035,35,8714197.24605,15167.6119889,20
4,Printers Row Fountian Restoration,632 S DEARBORN ST,2021,35000,3785,632 S DEARBORN ST,google,"c(-87.6293582, 41.8733199)",04020,20,571806.935785,3691.13486717,4
4,Printers Row Fountain Restoration,632 S DEARBORN ST,2022,10000,3822,632 S DEARBORN ST,google,"c(-87.6293582, 41.8733199)",04020,20,571806.935785,3691.13486717,4
11,Street Cul-de-Sac Menu,632 W 41 ST,2008,59946,8684,632 W 41 ST,google,"c(-87.6421672, 41.820965)",11031,31,27227594.4268,28847.0345242,11
50,Street Light Upgrade Menu,6320 N FAIRFIELD AVE,2017,500,43387,6320 N FAIRFIELD AVE,google,"c(-87.6986852, 41.9964746)",50029,29,1736872.7666,5272.62312587,50
13,Sidewalk Menu,6321 S KARLOV AVE,2022,6763.23,11585,6321 S KARLOV AVE,census,"c(-87.72517248, 41.7778265520001)",13028,28,1603375.88521,5644.94681809,13
13,Sidewalk Menu,6321 S LAVERGNE AVE,2021,349.28,11483,6321 S LAVERGNE AVE,census,"c(-87.7471142489999, 41.7775421280001)",13013,13,2199814.97395,6416.0212602,13
48,Curb & Gutter Menu,6322 N GREENVIEW AVE,2022,1431.34,42228,6322 N GREENVIEW AVE,census,"c(-87.667833587, 41.9978068560001)",48020,20,1781472.99085,5379.13320347,48
23,Alley Speed Hump Menu,6322 S ARCHER AVE,2018,700,20261,6322 S ARCHER AVE,census,"c(-87.779114815, 41.793083419)",23014,14,2443471.38695,6591.80411454,23
13,Alley Apron Menu,6326 W 59TH ST,2017,20218.73,11033,6326 W 59TH ST,google,"c(-87.7801613, 41.7852559)",13022,22,2349846.96343,6691.76980927,13
13,Concrete Alley Menu,6327 S LAVERGNE AVE,2018,11061.13,11130,6327 S LAVERGNE AVE,census,"c(-87.747111951, 41.777469739)",13013,13,2199814.97395,6416.0212602,13
44,Miscellaneous CDOT Projects,633 W MELROSE ST,2019,500,38791,633 W MELROSE ST,census,"c(-87.645529267, 41.941111623)",44037,37,1319259.5011,4635.98838177,44
48,Traffic Signal Upgrades,6330 N BROADWAY,2018,5714.28571428571,42029,6330 N BROADWAY,google,"c(-87.6608291, 41.9973712)",48045,45,900064.216044,4004.73494042,48
13,Sidewalk Menu,6330 S KOMENSKY AVE,2017,1954.78,11079,6330 S KOMENSKY AVE,census,"c(-87.723962429, 41.7777275170001)",13028,28,1603375.88521,5644.94681809,13
39,Curb & Gutter Menu,6331 N NAGLE AVE,2021,9421.71,34616,6331 N NAGLE AVE,census,"c(-87.7874806409999, 41.9958502150001)",39021,21,2579302.01464,8513.71037114,39
13,Sidewalk Menu,6331 S KOMENSKY AVE,2018,3507.03,11174,6331 S KOMENSKY AVE,census,"c(-87.723947552, 41.7777204140001)",13028,28,1603375.88521,5644.94681809,13
13,Alley Apron Menu,6332 W 59TH ST,2017,20218.73,11033,6332 W 59TH ST,google,"c(-87.7804922, 41.7852411)",13022,22,2349846.96343,6691.76980927,13
13,Sidewalk Menu,6333 S KOMENSKY AVE,2018,6100.95,11163,6333 S KOMENSKY AVE,census,"c(-87.723946978, 41.777696566)",13028,28,1603375.88521,5644.94681809,13
13,Pole Painting,6335 S AUSTIN AVE,2011,200,10722,6335 S AUSTIN AVE,census,"c(-87.771445727, 41.7768490390001)",13045,45,2222514.81413,6658.01848494,13
39,Curb & Gutter Menu,6336 N KNOX AVE,2018,3599.45,34512,6336 N KNOX AVE,google,"c(-87.7413842, 41.9966802)",39015,15,6086098.87201,9823.81603406,39
50,Floodlight Menu,6336 N LINCOLN AVE,2013,600,43257,6336 N LINCOLN AVE,census,"c(-87.717321334, 41.996492388)",50025,25,5751278.2605,10429.5650783,50
13,Sidewalk Menu,6336 S KEDVALE AVE,2022,4544.65,11586,6336 S KEDVALE AVE,google,"c(-87.7266863, 41.7775199)",13035,35,1651013.77135,7292.54570839,13
13,Street Lighting,6337 S KEDVALE AVE,2011,350,10738,6337 S KEDVALE AVE,census,"c(-87.726389882, 41.777619144)",13028,28,1603375.88521,5644.94681809,13
50,Street Speed Hump Menu,6338 N TROY ST,2021,195,43538,6338 N TROY ST,google,"c(-87.7084289, 41.9968222)",50039,39,1899452.91153,5848.4232819,50
50,Street Speed Hump Menu,6338 N TROY ST,2022,980,43581,6338 N TROY ST,google,"c(-87.7084289, 41.9968222)",50039,39,1899452.91153,5848.4232819,50
39,Alley Apron Menu,6338 W HERMIONE ST,2016,3190.49,34431,6338 W HERMIONE ST,census,"c(-87.7863850809999, 41.9948128360001)",39021,21,2579302.01464,8513.71037114,39
39,Alley Apron Menu,6338 W HERMIONE ST,2017,4976.81,34469,6338 W HERMIONE ST,census,"c(-87.7863850809999, 41.9948128360001)",39021,21,2579302.01464,8513.71037114,39
39,Alley Apron Menu,6340 N INDIAN RD,2016,9659.7,34427,6340 N INDIAN RD,census,"c(-87.78007066, 41.9948969180001)",39020,20,3130216.68903,8330.44863724,39
41,Street Speed Hump Menu,6340 N OAK PARK AVE,2017,1850,36046,6340 N OAK PARK AVE,google,"c(-87.7954509, 41.9966582)",41035,35,3320727.53082,9525.91575869,41
13,1 POD Camera relocation - 6340 South Cicero,6340 S CICERO AVE,2022,1800,11541,6340 S CICERO AVE,google,"c(-87.742648, 41.7772379)",13013,13,2199814.97395,6416.0212602,13
23,Sidewalk Menu,6341 W 63RD PL,2019,2928.71,20402,6341 W 63RD PL,google,"c(-87.7803855, 41.7765356)",23002,2,1790900.81685,7998.13068933,23
50,Alley Speed Hump Menu,6342 N TROY ST,2021,700,43504,6342 N TROY ST,google,"c(-87.7084674, 41.9969004)",50039,39,1899452.91153,5848.4232819,50
13,Sidewalk Menu,6342 S LA CROSSE AVE,2021,1346.38,11484,6342 S LA CROSSE AVE,google,"c(-87.7437207, 41.7771673)",13013,13,2199814.97395,6416.0212602,13
36,Alley Apron Menu,6342 W WAVELAND AVE,2018,15187.615,31964,6342 W WAVELAND AVE,census,"c(-87.784701115, 41.947507064)",36015,15,2304882.19209,7293.2821269,36
50,Alley Speed Hump Menu,6343 N TROY ST,2021,700,43505,6343 N TROY ST,google,"c(-87.7078515, 41.9968881)",50039,39,1899452.91153,5848.4232819,50
13,Alley Apron Menu,6343 W 59TH ST,2017,19.87,11045,6343 W 59TH ST,google,"c(-87.7808385, 41.7847968)",13022,22,2349846.96343,6691.76980927,13
13,Alley Apron Menu,6343 W 59TH ST,2018,8912.36,11104,6343 W 59TH ST,google,"c(-87.7808385, 41.7847968)",13022,22,2349846.96343,6691.76980927,13
36,Alley Apron Menu,6343 W WAVELAND AVE,2018,15187.615,31964,6343 W WAVELAND AVE,census,"c(-87.784700926, 41.9474961010001)",36015,15,2304882.19209,7293.2821269,36
16,Bollard Menu,6344 S PEORIA ST,2010,7560,14129,6344 S PEORIA ST,census,"c(-87.647210607, 41.7794976850001)",16028,28,3019239.66016,10538.2217839,16
13,Curb & Gutter Menu,6345 S KOMENSKY AVE,2021,3137.38,11408,6345 S KOMENSKY AVE,census,"c(-87.723943788, 41.7775641860001)",13028,28,1603375.88521,5644.94681809,13
36,Alley Apron Menu,6346 W MELROSE ST,2018,27223.72,31961,6346 W MELROSE ST,census,"c(-87.785259332, 41.9392601270001)",36024,24,3567266.29883,10020.290604,36
39,Curb & Gutter Menu,6347 N LEROY AVE,2021,3984.86,34617,6347 N LEROY AVE,census,"c(-87.75639476, 41.9956749070001)",39044,44,2689170.14436,8184.8486191,39
13,Sidewalk Menu,6348 S KOMENSKY AVE,2016,3001.77,10973,6348 S KOMENSKY AVE,census,"c(-87.723957081, 41.7775055860001)",13028,28,1603375.88521,5644.94681809,13
23,Curb & Gutter Menu,6348 S OAK PARK AVE,2019,5608.24,20357,6348 S OAK PARK AVE,google,"c(-87.791267, 41.7760922)",23028,28,2019856.08555,6705.29693102,23
27,Sidewalk Menu,635 N HOMAN AVE,2022,24175.9433333333,23963,635 N HOMAN AVE,google,"c(-87.711013, 41.892925)",27044,44,2164376.2519,6824.6334304600005,27
39,Curb & Gutter Menu,6350 N SPOKANE AVE,2021,21961.22,34618,6350 N SPOKANE AVE,census,"c(-87.7616913379999, 41.9962169470001)",39044,44,2689170.14436,8184.8486191,39
13,Sidewalk Menu,6350 S KEATING AVE,2019,4345.53,11344,6350 S KEATING AVE,census,"c(-87.741039316, 41.777282675)",13036,36,1764051.22828,5320.44299051,13
23,Alley Apron Menu,6352 S NARRAGANSETT AVE,2017,6169.77,20179,6352 S NARRAGANSETT AVE,census,"c(-87.781213954, 41.776155606)",23023,23,1886655.88333,6669.1675872,23
23,Alley Apron Menu,6352 S NARRAGANSETT AVE,2018,277.93,20254,6352 S NARRAGANSETT AVE,census,"c(-87.781213954, 41.776155606)",23023,23,1886655.88333,6669.1675872,23
13,Sidewalk Menu,6358 S KILPATRICK AVE,2022,2044.94,11587,6358 S KILPATRICK AVE,census,"c(-87.74592867, 41.9968460600001)",39015,15,6086098.87201,9823.81603406,39
13,Sidewalk Menu,6358 S KOLIN AVE,2016,7665.5,11001,6358 S KOLIN AVE,google,"c(-87.7315323, 41.7768757)",13035,35,1651013.77135,7292.54570839,13
23,Alley Apron Menu,6358 S NARRAGANSETT AVE,2017,6169.77,20179,6358 S NARRAGANSETT AVE,census,"c(-87.781212258, 41.7761199890001)",23023,23,1886655.88333,6669.1675872,23
23,Alley Apron Menu,6358 S NARRAGANSETT AVE,2018,277.93,20254,6358 S NARRAGANSETT AVE,census,"c(-87.781212258, 41.7761199890001)",23023,23,1886655.88333,6669.1675872,23
13,Alley Apron Menu,6358 S TRIPP AVE,2017,22514.36,11037,6358 S TRIPP AVE,census,"c(-87.728834991, 41.7773210710001)",13035,35,1651013.77135,7292.54570839,13
13,Sidewalk Menu,6358 W 60TH ST,2016,2203.4,10994,6358 W 60TH ST,census,"c(-87.781014607, 41.7831938520001)",13018,18,2772390.02522,7979.55442685,13
13,Street Light Upgrade Menu,6359 S LAPORTE AVE,2022,500,11603,6359 S LAPORTE AVE,census,"c(-87.74589109, 41.777275387)",13013,13,2199814.97395,6416.0212602,13
13,Alley Apron Menu,6359 S TRIPP AVE,2019,17509.18,11238,6359 S TRIPP AVE,census,"c(-87.728820291, 41.7773213040001)",13035,35,1651013.77135,7292.54570839,13
37,Sidewalk Menu,636 N LOCKWOOD AVE,2017,4421.37,32843,636 N LOCKWOOD AVE,google,"c(-87.7581765, 41.8923274)",37017,17,1605360.67401,5095.39824225,37
9,Bollard Menu,638 E 102ND PL,2016,161,7108,638 E 102ND PL,census,"c(-87.607872384, 41.7083220860001)",09013,13,2755534.24422,7283.24676822,9
9,Bollard Menu,638 E 102ND PL,2017,517.24,7140,638 E 102ND PL,census,"c(-87.607872384, 41.7083220860001)",09013,13,2755534.24422,7283.24676822,9
44,Street Light Upgrade Menu,639 W SURF ST,2019,500,38799,639 W SURF ST,census,"c(-87.645591065, 41.9348522330001)",44018,18,1220045.89608,4986.78551056,44
44,Miscellaneous-CDOT,640 W Diversey,2010,13867,38253,640 W Diversey,google,"c(-87.6454476, 41.9329223)",44018,18,1220045.89608,4986.78551056,44
40,Miscellaneous CDOT Projects,6400 N CLARK ST,2022,660,35453,6400 N CLARK ST,census,"c(-87.670648145, 41.9981455010001)",40037,37,2028534.74645,5999.44561632,40
13,Sidewalk Menu,6400 S KNOX AVE,2019,5174.01,11348,6400 S KNOX AVE,census,"c(-87.738572947, 41.7765096690001)",13036,36,1764051.22828,5320.44299051,13
13,Curb & Gutter Menu,6400 S LA CROSSE AVE,2021,3350.49,11409,6400 S LA CROSSE AVE,census,"c(-87.7434490799999, 41.7764360200001)",13013,13,2199814.97395,6416.0212602,13
13,Miscellaneous CDOT Projects,6400 S LINDER AVE,2022,660,11558,6400 S LINDER AVE,census,"c(-87.759227115, 41.7762569320001)",13043,43,2305916.07002,8565.48633623,13
16,Street Speed Hump Menu,6400 S PEORIA ST,2017,1850,14537,6400 S PEORIA ST,census,"c(-87.647170014, 41.7777518400001)",16028,28,3019239.66016,10538.2217839,16
20,Curb & Gutter Menu,6400 S RHODES AVE,2022,2304.74,17519,6400 S RHODES AVE,census,"c(-87.611980256, 41.778346792)",20010,10,3139419.16627,8478.9299279,20
20,POD Camera,6400 S. Langley,2010,20000,17122,6400 S. Langley,census,"c(-87.6083494809999, 41.778446559)",20033,33,2193824.09008,6617.63792485,20
13,Alley Apron Menu,6400 W 57TH ST,2018,20384.28,11113,6400 W 57TH ST,census,"c(-87.781716973, 41.7886836320001)",13042,42,2224925.58976,7340.65385474,13
13,Alley Apron Menu,6400 W 57TH ST,2018,2650.47,11117,6400 W 57TH ST,census,"c(-87.781716973, 41.7886836320001)",13042,42,2224925.58976,7340.65385474,13
13,Curb & Gutter Menu,6401 S KNOX AVE,2017,1297.85,11053,6401 S KNOX AVE,census,"c(-87.7385582489999, 41.7765099390001)",13036,36,1764051.22828,5320.44299051,13
23,Alley Apron Menu,6401 S NARRAGANSETT AVE,2022,18830.09,20559,6401 S NARRAGANSETT AVE,census,"c(-87.7811826879999, 41.7757870450001)",23002,2,1790900.81685,7998.13068933,23
15,Bollard Menu,6401 S PAULINA ST,2008,1344,13187,6401 S PAULINA ST,census,"c(-87.666626384, 41.777478731)",15018,18,2257080.15254,7931.26484389,15
13,Sidewalk Menu,6401 S TRIPP AVE,2016,6710.54,11005,6401 S TRIPP AVE,census,"c(-87.728801978, 41.7766199640001)",13035,35,1651013.77135,7292.54570839,13
14,Sidewalk Menu,6401 W 52ND ST,2016,2236.7,12656,6401 W 52ND ST,census,"c(-87.7825351399999, 41.7978393560001)",14001,1,2649829.14561,6632.78358272,14
14,Sidewalk Menu,6401 W 52ND ST,2017,3168.37,12697,6401 W 52ND ST,census,"c(-87.7825351399999, 41.7978393560001)",14001,1,2649829.14561,6632.78358272,14
13,Sidewalk Menu,6402 S LONG AVE,2018,2518.36,11151,6402 S LONG AVE,census,"c(-87.756800063, 41.7762450760001)",13043,43,2305916.07002,8565.48633623,13
13,Sidewalk Menu,6403 S LONG AVE,2016,3867.52,10962,6403 S LONG AVE,census,"c(-87.7567839659999, 41.776213173)",13043,43,2305916.07002,8565.48633623,13
