ward,type,location,year,est_cost,id,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
42,1 LPR W/ Existing Camera: SE Corner Lasalle and Ohio,N LA SALLE DR & W OHIO ST,2021,10971,37013,google,"c(-87.6325365, 41.8924351)",42,46,42046
42,1 LPR W/ Existing Camera: SE Corner Ohio and Lasalle,N LA SALLE DR & W OHIO ST,2021,10971,37014,google,"c(-87.6325365, 41.8924351)",42,46,42046
42,1 LPR W/O Existing Camera: SE Corner Ohio and LaSalle,N LA SALLE DR & W OHIO ST,2021,27410,37021,google,"c(-87.6325365, 41.8924351)",42,46,42046
42,In-Road State Law Stop,N LA SALLE ST & W COURT PL,2012,800,36627,census,"c(-87.6324212549999, 41.8838658700001)",42,9,42009
42,1 PTZ Camera - SE Lake and LaSalle,N LA SALLE ST & W LAKE ST,2022,49552,37062,census,"c(-87.632445374, 41.8857391380001)",42,9,42009
42,Traffic Signals,N LA SALLE ST & W MAPLE ST,2005,139473,36276,census,"c(-87.6327830449999, 41.9018267270001)",42,3,42003
43,Traffic Signals,N LA SALLE ST & W MAPLE ST,2005,139473,37160,census,"c(-87.6327830449999, 41.9018267270001)",42,3,42003
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BANKS ST,2018,14500,37964,census,"c(-87.6255231279999, 41.9068113870001)",43,39,43039
43,Viaduct Improvement Menu,N LAKE SHORE DR & E BURTON PL,2018,14500,37966,google,"c(-87.6261552, 41.9095157)",43,18,43018
2,2 LPR on Existing Poles: Chicago & LSD Chicago & LSD,N LAKE SHORE DR & E CHICAGO AVE,2020,21942,2392,census,"c(-87.617045186, 41.8968380470001)",42,40,42040
43,Viaduct Improvement Menu,N LAKE SHORE DR & E GOETHE ST,2018,14500,37963,census,"c(-87.6252939939999, 41.9058626940001)",43,35,43035
43,Traffic Signals,N LAKE SHORE DR & E SCHILLER ST,2011,60000,37446,google,"c(-87.6257852, 41.9078596)",43,18,43018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E SCHILLER ST,2018,14500,37965,google,"c(-87.6257852, 41.9078596)",43,18,43018
43,Viaduct Improvement Menu,N LAKE SHORE DR & E SCOTT ST,2018,14500,37962,google,"c(-87.6250681, 41.9048994)",43,35,43035
46,Pavement Markings,N LAKE SHORE DR & W ADDISON ST,2015,6500,40028,census,"c(-87.643459865, 41.948638315)",46,33,46033
46,Miscellaneous CDOT Projects,N LAKE SHORE DR & W ADDISON ST,2019,18202.935,40189,census,"c(-87.643459865, 41.948638315)",46,33,46033
44,OEMC Camera Project on Lake Shore Drive,N LAKE SHORE DR & W BELMONT AVE,2021,136305.97,38870,census,"c(-87.639552535, 41.9401402730001)",44,3,44003
46,Miscellaneous CDOT Projects,N LAKE SHORE DR & W BROMPTON AVE,2019,18202.935,40189,census,"c(-87.642917181, 41.9477097210001)",46,33,46033
46,Miscellaneous CDOT Projects,N LAKE SHORE DR & W CORNELIA AVE,2019,18202.935,40189,census,"c(-87.642378516, 41.9467771070001)",46,33,46033
48,In-Road State Law Stop for Pedestria,N LAKE SHORE DR & W FOSTER AV,2010,410,41632,google,"c(-87.636788, 41.9361968)",44,7,44007
46,Miscellaneous CDOT Projects,N LAKE SHORE DR & W GRACE ST,2019,18202.935,40189,google,"c(-87.6450156, 41.9523367)",46,33,46033
46,Traffic Signals,N LAKE SHORE DR & W IRVING PARK RD,2007,14500,39814,census,"c(-87.645252735, 41.9546400070001)",46,33,46033
46,Miscellaneous CDOT Projects,N LAKE SHORE DR & W WAVELAND AVE,2022,3900,40275,census,"c(-87.644557295, 41.9504593240001)",46,33,46033
46,Model Block,N Lake Shore Drive & Stratford Pl.,2006,20849,39780,census,"c(-87.641996626, 41.946109806)",44,3,44003
43,In-Road State Law Stop,N LAKEVIEW AVE & N CANNON DR,2015,350,37750,google,"c(-87.6393364, 41.9329251)",44,8,44008
48,In-Road State Law Stop for Pedestria,N LAKEWOOD AV & W DEVON AV,2010,475,41633,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
49,In-Road State Law Stop for Pedestrians S,N LAKEWOOD AVE & W DEVON AVE,2011,475,42485,census,"c(-87.6630286769999, 41.998163327)",40,16,40016
31,In-Road State Law Stop for Pedestria,N LAMON AV & W DIVERSEY AV,2008,369,27023,census,"c(-87.749054266, 41.9315015350001)",31,18,31018
30,Street Traffic Circles Menu,N LAMON AV & W SCHOOL ST,2007,13000,25836,census,"c(-87.749391937, 41.94062266)",38,24,38024
37,Sidewalk Menu,N LAMON AVE & W CRYSTAL ST,2021,10538.345,33016,census,"c(-87.7484392229999, 41.9032377070001)",37,14,37014
31,In-Road State Law Stop,N LAMON AVE & W DIVERSEY AVE,2014,950,27371,census,"c(-87.749054266, 41.9315015350001)",31,18,31018
37,Sidewalk Menu,N LAMON AVE & W POTOMAC AVE,2021,4936.765,33017,census,"c(-87.748459323, 41.904146202)",37,14,37014
39,Street Resurfacing Menu,N LAPORTE AVE & W CATALPA AVE,2021,11898.905,34641,census,"c(-87.752016923, 41.9799853960001)",45,36,45036
45,In-Road State Law Stop,N LARAMIE AVE & N ELSTON AVE,2014,550,39342,google,"c(-87.7575335, 41.9787962)",45,35,45035
31,3 POD Cameras: Belmont & Central; Laramie & Addison Cicero & Addison,N Laramie Ave & W Addison St,2021,24776,27691,google,"c(-87.7569024, 41.9459998)",38,31,38031
45,Pavement Markings Menu,N LARAMIE AVE & W AGATITE AVE,2011,2600,39208,census,"c(-87.7574156319999, 41.961514014)",45,40,45040
31,Arterial Street Bump Outs Menu,N LARAMIE AVE & W CORNELIA AVE,2022,80708.23,27760,google,"c(-87.7568548, 41.9441703)",38,37,38037
31,Speed Indicator Signs,N LARAMIE AVE & W CORNELIA AVE,2022,6192.80333333333,27776,google,"c(-87.7568548, 41.9441703)",38,37,38037
37,Pavement Markings Menu,N LARAMIE AVE & W GALEWOOD AVE,2022,2400,33087,google,"c(-87.7558441, 41.9147115)",37,10,37010
45,Sidewalk Menu,N LARAMIE AVE & W GIDDINGS ST,2018,20198.88,39594,google,"c(-87.7576753, 41.9668625)",45,18,45018
31,In-Road State Law Stop,N LARAMIE AVE & W HENDERSON ST,2015,600,27438,census,"c(-87.75677647, 41.9414386970001)",38,2,38002
37,Curb & Gutter Menu,N LARAMIE AVE & W HIRSCH ST,2017,8286.955,32830,census,"c(-87.755859936, 41.905878773)",37,31,37031
37,Curb & Gutter Menu,N LARAMIE AVE & W HIRSCH ST,2018,139.13,32887,census,"c(-87.755859936, 41.905878773)",37,31,37031
37,In-Road State Law Stop For Pedestrians Signs Menu,N LARAMIE AVE & W POTOMAC AVE,2016,600,32791,google,"c(-87.7558047, 41.9040584)",37,40,37040
38,In-Road State Law Stop,N LARAMIE AVE & W WARWICK AVE,2013,950,33557,google,"c(-87.7569883, 41.9487397)",45,28,45028
45,In-Road State Law Stop,N LARAMIE AVE & W WARWICK AVE,2014,950,39341,google,"c(-87.7569883, 41.9487397)",45,28,45028
27,Alley Resurfacing Menu,N LARRABEE ST & N CLYBOURN AVE,2022,10050.41,23949,census,"c(-87.6432950499999, 41.9064495970001)",43,37,43037
42,1 LPR W/ Existing Camera: SE Corner Chicago and Larrabee,N LARRABEE ST & W CHICAGO AVE,2021,10971,37011,census,"c(-87.6429252199999, 41.8964762570001)",42,67,42067
42,1 LPR w/o Camera NW Corner Chicago and Larrabee,N LARRABEE ST & W CHICAGO AVE,2021,27410,37017,census,"c(-87.6429252199999, 41.8964762570001)",42,67,42067
42,1 LPR W/O Existing Camera: SE Corner Chicago and Larrabee,N LARRABEE ST & W CHICAGO AVE,2021,27410,37019,census,"c(-87.6429252199999, 41.8964762570001)",42,67,42067
42,Street Resurfacing Menu,N LARRABEE ST & W HURON ST,2019,21462.69,37000,census,"c(-87.642909141, 41.894675347)",42,15,42015
43,Pavement Markings,N LARRABEE ST & W MENOMONEE ST,2012,300,37575,google,"c(-87.6435502, 41.9146167)",43,15,43015
43,In-Road State Law Stop,N LARRABEE ST & W MENOMONEE ST,2014,900,37680,google,"c(-87.6435502, 41.9146167)",43,15,43015
43,In-Road State Law Stop For Pedestrians Signs Menu,N LARRABEE ST & W MENOMONEE ST,2016,350,37802,google,"c(-87.6435502, 41.9146167)",43,15,43015
43,In-Road State Law Stop For Pedestrians Signs Menu,N LARRABEE ST & W MENOMONEE ST,2016,350,37820,google,"c(-87.6435502, 41.9146167)",43,15,43015
45,In-Road State Law Stop,N LAVERGNE AVE & W LAWRENCE AVE,2012,550,39246,google,"c(-87.752639, 41.9679801)",45,39,45039
45,In-Road State Law Stop,N LAVERGNE AVE & W LAWRENCE AVE,2012,800,39250,google,"c(-87.752639, 41.9679801)",45,39,45039
45,In-Road State Law Stop,N LAVERGNE AVE & W LAWRENCE AVE,2013,950,39280,google,"c(-87.752639, 41.9679801)",45,39,45039
38,Street Lighting,N LAVERGNE AVE & W NEWPORT AVE,2011,500,33458,census,"c(-87.751920446, 41.9433280440001)",38,24,38024
35,In-Road State Law Stop For Pedestrians Signs Menu,N LAWNDALE AVE & W LAWRENCE AVE,2016,600,30989,google,"c(-87.7206909, 41.9683312)",39,12,39012
35,POD CAMERA - Montrose & Lawndale,N LAWNDALE AVE & W MONTROSE AVE,2019,24776,31121,google,"c(-87.7204828, 41.9610502)",33,5,33005
35,Relocation POD Camera: to Montrose & Lawndale,N LAWNDALE AVE & W MONTROSE AVE,2021,1800,31286,google,"c(-87.7204828, 41.9610502)",33,5,33005
37,Street Traffic Circles Menu,N LEAMINGTON AV & W DICKENS AV,2009,6481,32548,census,"c(-87.754758486, 41.918649955)",37,19,37019
45,Diagonal Parking Menu,N LEAMINGTON AVE & N ELSTON AVE,2016,82762.45,39450,census,"c(-87.756253884, 41.9780196720001)",45,49,45049
37,Street Lighting,N LEAMINGTON AVE & W HIRSCH ST,2011,1000,32611,census,"c(-87.75463789, 41.9058908330001)",37,31,37031
47,Sidewalk Menu,N LEAVITT ST & N LINCOLN AVE,2020,17984.82,41250,google,"c(-87.6837399, 41.9612679)",47,28,47028
47,Street Bump Outs Menu,N LEAVITT ST & W CUYLER AVE,2022,7061.7,41401,google,"c(-87.6836408, 41.9550324)",47,3,47003
47,Street Bump Outs Menu,N LEAVITT ST & W EASTWOOD AVE,2022,22459.68,41402,google,"c(-87.6839589, 41.9659273)",47,33,47033
47,Street Bump Outs Menu,N LEAVITT ST & W GIDDINGS ST,2022,24190.64,41403,google,"c(-87.6840036, 41.9677664)",47,22,47022
40,Miscellaneous-CDOT,N LEAVITT ST & W GRANVILLE AV (6200 N)Dead End (6509 N),2011,200000,34996,google,"c(-87.7373788, 41.9936935)",39,26,39026
40,Miscellaneous-CDOT,N LEAVITT ST & W GRANVILLE AV (6200 N)Dead End (6509 N),2011,25000,34998,google,"c(-87.7373788, 41.9936935)",39,26,39026
31,In-Road State Law Stop For Pedestrians Signs Menu,N LECLAIRE AVE & W BELMONT AVE,2016,600,27497,census,"c(-87.754239921, 41.9387333130001)",30,9,30009
31,In-Road State Law Stop,N LECLAIRE AVE & W DIVERSEY AVE,2015,600,27435,census,"c(-87.753958529, 41.9314372170001)",31,40,31040
39,Curb & Gutter Menu,N LEHIGH AVE & N CALDWELL AVE,2021,16204.775,34619,census,"c(-87.765431287, 41.996712148)",41,14,41014
41,Diagonal Parking Menu,N LEOTI AVE & N MCALPIN AVE,2017,20801.26,36009,census,"c(-87.782065581, 42.008506497)",41,10,41010
43,Traffic Signals,N LINCOLN AV & W WEBSTER AV,2005,19691,37159,census,"c(-87.6437854759999, 41.9218899850001)",43,20,43020
43,Traffic Signals,N LINCOLN AV & W WEBSTER AV,2007,23845,37267,census,"c(-87.6437854759999, 41.9218899850001)",43,20,43020
43,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & N KENMORE AVE,2016,600,37828,census,"c(-87.655089399, 41.9299739780001)",32,44,32044
40,Sidewalk,N LINCOLN AVE & W AINSLIE ST,2018,6928.01,35330,google,"c(-87.6899414, 41.9708116)",47,20,47020
40,In-Road State Law Stop,N LINCOLN AVE & W BALMORAL AVE,2013,12,35066,census,"c(-87.692691426, 41.97951105)",40,20,40020
40,Miscellaneous Other,N LINCOLN AVE & W BALMORAL AVE,2014,538,35115,census,"c(-87.692691426, 41.97951105)",40,20,40020
40,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W BALMORAL AVE,2016,600,35219,census,"c(-87.692691426, 41.97951105)",40,20,40020
47,Arterial Street Bump Outs Menu,N LINCOLN AVE & W BELLE PLAINE AVE,2020,27000,41219,census,"c(-87.680020741, 41.9559665700001)",47,35,47035
47,In-Road State Law Stop,N LINCOLN AVE & W BERENICE AVE,2012,410,40710,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
47,Pavement Markings,N LINCOLN AVE & W BERENICE AVE,2012,900,40722,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
47,In-Road State Law Stop,N LINCOLN AVE & W BERENICE AVE,2014,550,40830,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
47,In-Road State Law Stop For Pedestrians Sign Menu,N LINCOLN AVE & W BERENICE AVE,2022,350,41370,census,"c(-87.676869149, 41.9514482160001)",47,29,47029
32,In-Road State Law Stop,N LINCOLN AVE & W CORNELIA AVE,2012,410,28195,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
32,In-Road State Law Stop,N LINCOLN AVE & W CORNELIA AVE,2014,550,28268,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,In-Road State Law Stop,N LINCOLN AVE & W CORNELIA AVE,2015,350,40905,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W CORNELIA AVE,2016,350,40968,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W CORNELIA AVE,2016,350,40985,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W CORNELIA AVE,2016,350,40992,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W CORNELIA AVE,2020,350,41231,census,"c(-87.6724553129999, 41.9451168940001)",32,22,32022
47,Sidewalk Menu,N LINCOLN AVE & W EASTWOOD AVE,2019,23000,41197,google,"c(-87.6866284, 41.9656916)",47,33,47033
47,In-Road State Law Stop,N LINCOLN AVE & W HUTCHINSON ST,2012,410,40701,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop,N LINCOLN AVE & W HUTCHINSON ST,2012,550,40715,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W HUTCHINSON ST,2016,350,40975,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W HUTCHINSON ST,2016,350,40991,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W HUTCHINSON ST,2018,350,41145,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W HUTCHINSON ST,2020,350,41235,census,"c(-87.681922147, 41.9586759740001)",47,28,47028
47,In-Road State Law Stop for Pedestrians S,N LINCOLN AVE & W LELAND AVE,2011,800,40672,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop,N LINCOLN AVE & W LELAND AVE,2014,950,40825,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,Pavement Markings,N LINCOLN AVE & W LELAND AVE,2014,3200,40835,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop,N LINCOLN AVE & W LELAND AVE,2015,600,40901,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2016,600,40986,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2016,350,40994,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2016,350,40997,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2017,600,41062,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2017,350,41070,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2017,600,41080,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2017,600,41090,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W LELAND AVE,2018,350,41146,census,"c(-87.6874575319999, 41.9668082060001)",47,33,47033
43,In-Road State Law Stop for Pedestrians S,N LINCOLN AVE & W MONTANA ST,2011,800,37460,census,"c(-87.650530847, 41.9267138490001)",43,31,43031
43,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W MONTANA ST,2016,600,37827,census,"c(-87.650530847, 41.9267138490001)",43,31,43031
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W WARNER AVE,2016,600,40987,census,"c(-87.680655883, 41.956871044)",47,35,47035
47,In-Road State Law Stop For Pedestrians Signs Menu,N LINCOLN AVE & W WARNER AVE,2019,600,41191,census,"c(-87.680655883, 41.956871044)",47,35,47035
45,In-Road State Law Stop,N LINDER AVE & W LAWRENCE AVE,2012,606,39249,google,"c(-87.765011, 41.9678122)",45,29,45029
37,Street Traffic Circles Menu,N LOCKWOOD AV & W HIRSCH ST,2009,2715,32547,google,"c(-87.7583353, 41.905842)",37,40,37040
37,Curb & Gutter Menu,N LOCKWOOD AVE & W CRYSTAL ST,2019,91326.11,32952,census,"c(-87.7582678479999, 41.9031291700001)",37,23,37023
31,In-Road State Law Stop,N LOCKWOOD AVE & W DIVERSEY AVE,2015,600,27436,google,"c(-87.7588604, 41.9313699)",31,45,31045
31,Sidewalk Menu,N LOCKWOOD AVE & W DRUMMOND PL,2022,8753.24,27770,census,"c(-87.758774354, 41.9286554550001)",31,46,31046
31,Sidewalk Menu,N LOCKWOOD AVE & W WRIGHTWOOD AVE,2022,8944.985,27772,google,"c(-87.7587282, 41.9277374)",31,10,31010
45,Sidewalk Menu,N LONG AVE & W WINNEMAC AVE,2012,3327,39268,google,"c(-87.7626418, 41.9724479)",45,38,45038
37,Street Traffic Circles Menu,N LOREL AV & W WABANSIA AV,2007,12000,32471,google,"c(-87.7593885, 41.91128)",37,34,37034
39,Sidewalk Menu,N LOWELL AVE & W GRANVILLE AVE,2019,2700,34554,census,"c(-87.7373805129999, 41.993697232)",39,40,39040
39,Sidewalk Menu,N LOWELL AVE & W GRANVILLE AVE,2020,19107.46,34590,census,"c(-87.7373805129999, 41.993697232)",39,40,39040
46,High Definition Camera,N MAGNOLIA AVE & W MONTROSE AVE,2013,22500,39983,google,"c(-87.6609616, 41.9616927)",46,27,46027
46,Miscellaneous Other,N MAGNOLIA AVE & W SUNNYSIDE AVE,2014,1575,39993,google,"c(-87.6609877, 41.9635198)",46,12,46012
46,Street Light Pole POD,N MALDEN ST & W MONTROSE AVE,2015,3000,40057,census,"c(-87.662329217, 41.9616828490001)",46,12,46012
1,In-Road State Law Stop,N MAPLEWOOD AVE & N MILWAUKEE AVE,2013,550,503,google,"c(-87.691356, 41.9192781)",1,30,01030
50,In-Road State Law Stop,N MAPLEWOOD AVE & W DEVON AVE,2013,950,43225,google,"c(-87.6935437, 41.9976579)",50,43,50043
47,In-Road State Law Stop,N MAPLEWOOD AVE & W MONTROSE AVE,2012,800,40706,google,"c(-87.6923528, 41.9612959)",47,13,47013
46,Pavement Markings Menu,N MARINE DR & W BUENA AVE,2018,10969.37,40147,google,"c(-87.6464639, 41.9585435)",46,33,46033
46,Street Bump Outs Menu,N MARINE DR & W BUENA AVE,2022,12463.37,40291,google,"c(-87.6464639, 41.9585435)",46,33,46033
46,Left-Turn Arrow Menu,N MARINE DR & W IRVING PARK RD,2016,38065.6,40083,census,"c(-87.645252735, 41.9546400070001)",46,33,46033
46,In-Road State Law Stop For Pedestrians Signs Menu,N MARINE DR & W JUNIOR TER,2016,350,40081,census,"c(-87.646820491, 41.961011528)",46,33,46033
48,Bus Pad,N MARINE DR & W MARGATE TER,2014,25952,41722,google,"c(-87.6507226, 41.9724802)",48,17,48017
46,In-Road State Law Stop,N MARINE DR & W WILSON AVE,2014,550,39991,google,"c(-87.6486004, 41.9654605)",46,33,46033
30,Alley Apron Menu,N MARMORA AVE & W BARRY AV (3100 N),2011,20899,26030,google,"c(-87.6956778, 41.9374332)",1,19,01019
47,Street Bump Outs Menu,N MARSHFIELD AVE & W CORNELIA AVE,2022,12990.36,41404,census,"c(-87.6700273009999, 41.945153073)",32,22,32022
30,Street Lighting,N MASON AV & W GEORGE ST,2010,3000,26010,google,"c(-87.7748067, 41.9329768)",30,12,30012
30,Alley Apron Menu,N MASON AVE & W BARRY AV (3100 N),2011,10590,26031,google,"c(-87.6956778, 41.9374332)",1,19,01019
30,POD Relocation: N. Mason Ave & W. George Ave.,N MASON AVE & W GEORGE ST,2019,1800,26557,google,"c(-87.7748067, 41.9329768)",30,12,30012
29,Street Light Pole for High Definition Camera Menu,N MAYFIELD AVE & W HIRSCH ST,2022,3000,25577,census,"c(-87.773052994, 41.9056616990001)",29,43,29043
42,Street Bump Outs Menu,N MCCLURG CT & E NORTH WATER ST,2022,16598.95,37074,census,"c(-87.617620029, 41.8895138120001)",42,31,42031
42,Traffic Signal Modernization Menu,N MCCLURG CT & E OHIO ST,2016,36580.2,36888,census,"c(-87.6177124869999, 41.892645304)",42,65,42065
42,Traffic Signal Modernization Menu,N MCCLURG CT & E ONTARIO ST,2016,31142.02,36889,census,"c(-87.6177366059999, 41.8934492820001)",42,64,42064
42,Traffic Signals,N MCCLURG CT & W ILLINOIS ST,2005,50000,36277,census,"c(-87.617668268, 41.8910534290001)",42,31,42031
48,High Definition Camera Menu,N MCCUTCHEON TER & W MARGATE TER,2016,27011,41843,google,"c(-87.6540723, 41.9723704)",48,25,48025
45,In-Road State Law Stop,N MCVICKER AVE & W BRYN MAWR AVE,2012,800,39247,census,"c(-87.779227541, 41.9829118740001)",45,27,45027
45,In-Road State Law Stop,N MENARD AVE & W HIGGINS AVE,2012,800,39251,google,"c(-87.7734189, 41.9718904)",45,50,45050
42,Street Resurface Menu,N MICHIGAN AV (120 E) & N DEWITT PL (320 E),2011,99975,36610,google,"c(-87.6202091, 41.8988319)",42,47,42047
2,In-Road State Law Stop For Pedestrians Sign Menu,N MICHIGAN AVE & E CHESTNUT ST,2022,350,2472,census,"c(-87.624100088, 41.898389723)",42,43,42043
42,Pedestrian Countdown Signal Menu,N MICHIGAN AVE & E CHESTNUT ST,2018,28690,36952,census,"c(-87.624100088, 41.898389723)",42,43,42043
42,Pedestrian Countdown,N MICHIGAN AVE & E ERIE ST,2014,15098,36754,google,"c(-87.6243121, 41.8941363)",42,48,42048
42,Pedestrian Countdown Signal,N MICHIGAN AVE & E ERIE ST,2017,9419,36908,google,"c(-87.6243121, 41.8941363)",42,48,42048
