ward,type,location,year,est_cost,id,point_location,query,geometry,ward_locate,precinct_locate,ward_precinct_locate
12,Curb & Gutter Menu,2959 W PERSHING RD,2019,12614.67,9584,2959 W PERSHING RD,census,"c(-87.698497816, 41.822704281)",14,12,14012
26,Miscellaneous-BOE,3 KING FESTIVAL,2006,85000,20997,3 KING FESTIVAL,google,"c(-87.745966, 41.8912096)",28,27,28027
9,Sidewalk Menu,30 E 123RD ST,2022,10879,6906,30 E 123RD ST,google,"c(-87.6211888, 41.6709417)",9,45,09045
42,Miscellaneous Other,30 E OAK ST,2015,1050,34033,30 E OAK ST,google,"c(-87.6272568, 41.9008948)",42,24,42024
27,POD Camera,300 N Francisco,2008,24000,41886,300 N Francisco,google,"c(-87.6988943, 41.8865134)",27,36,27036
37,Alley Resurfacing Menu,300 N LATROBE AVE,2018,16689.895,42736,300 N LATROBE AVE,census,"c(-87.756489731, 41.8857196980001)",28,14,28014
42,Alley Resurfacing Menu,300 N MAC CHESNEY CT,2017,25345.14,34113,300 N MAC CHESNEY CT,google,"c(-87.6252818, 41.8869442)",42,9,42009
28,Street Light Upgrade,300 S HAMLIN BLVD,2013,400,22742,300 S HAMLIN BLVD,google,"c(-87.7210328, 41.8769928)",28,6,28006
30,Sidewalk Menu,3000 N MAJOR AVE,2022,9905.16,24787,3000 N MAJOR AVE,census,"c(-87.768812176, 41.935043884)",30,2,30002
36,Alley Resurfacing Menu,3000 N NATOMA AVE,2022,19487.36,42694,3000 N NATOMA AVE,census,"c(-87.79192297, 41.9346169630001)",36,28,36028
35,Street Light Pole for High Definition Camera Menu,3000 N SAWYER AVE,2017,3000,28685,3000 N SAWYER AVE,census,"c(-87.708746998, 41.935843189)",35,1,35001
35,High Definition Camera Menu,3000 N SAWYER AVE,2016,27011,42562,3000 N SAWYER AVE,census,"c(-87.708746998, 41.935843189)",35,1,35001
12,Floodlight Menu,3000 S ALBANY AVE,2012,500,9227,3000 S ALBANY AVE,census,"c(-87.702436979, 41.838922073)",12,6,12006
11,POD CAMERAS - 4 LOCATIONS,3000 S HALSTED ST,2018,27011,40738,3000 S HALSTED ST,google,"c(-87.6471707, 41.8396289)",11,4,11004
22,Street Speed Hump Menu,3000 S KEELER AVE,2020,2350,41463,3000 S KEELER AVE,census,"c(-87.7292640169999, 41.838557273)",22,27,22027
15,Sidewalk Menu,3000 W 47TH ST,2021,27521.68,41214,3000 W 47TH ST,census,"c(-87.699188692, 41.8082074070001)",14,30,14030
14,Alley Apron Menu,3000 W 54TH PL,2021,4363.445,41027,3000 W 54TH PL,census,"c(-87.758643439, 41.8382475340001)",NA,NA,NA
40,Alley Apron Menu,3000 W ARDMORE AVE,2016,10493.68,32508,3000 W ARDMORE AVE,census,"c(-87.704176078, 41.9867394830001)",40,29,40029
28,Alley Resurfacing Menu,3000 W FLOURNOY ST,2018,35517.5,22956,3000 W FLOURNOY ST,census,"c(-87.701180763, 41.872833545)",28,35,28035
28,High Definition Camera,3000 W. Harrison,2012,1800,22705,3000 W. Harrison,google,"c(-87.7010039, 41.8737449)",2,41,02041
31,Alley Resurfacing Menu,3001 N LINDER AVE,2022,20670.305,42353,3001 N LINDER AVE,census,"c(-87.763913289, 41.9351088020001)",31,3,31003
36,Alley Apron Menu,3001 N NARRAGANSETT AVE,2018,10603.29,29537,3001 N NARRAGANSETT AVE,census,"c(-87.7858023219999, 41.9347345940001)",36,17,36017
11,Alley Speed Hump Menu,3001 S CANAL ST,2022,466.666666666667,40825,3001 S CANAL ST,census,"c(-87.637788756, 41.839868353)",11,43,11043
22,Alley Resurfacing Menu,3001 S HARDING AVE,2017,34741.08,17784,3001 S HARDING AVE,census,"c(-87.723166093, 41.8385995090001)",22,3,22003
11,Sidewalk Menu,3001 S PARNELL AVE,2022,13651.72,8780,3001 S PARNELL AVE,census,"c(-87.6402288689999, 41.8398361910001)",11,43,11043
22,POD Camera,3001 S. Harding,2010,20000,17572,3001 S. Harding,google,"c(-87.7229307, 41.8386344)",22,3,22003
12,Sidewalk Menu,3001 W 39TH PL,2015,4157,9351,3001 W 39TH PL,census,"c(-87.6997590409999, 41.8217740330001)",14,12,14012
12,Sidewalk Menu,3001 W 39TH PL,2018,13695.35,9516,3001 W 39TH PL,census,"c(-87.6997590409999, 41.8217740330001)",14,12,14012
33,Miscellaneous CDOT Projects,3001 W IRVING PARK RD,2022,2600,42524,3001 W IRVING PARK RD,census,"c(-87.703224819, 41.9539471240001)",33,6,33006
2,Miscellaneous-CDOT,3001 W. Walnut Parkway,2008,248,1262,3001 W. Walnut Parkway,census,"c(-87.7015224, 41.88544512)",2,5,02005
10,Bus Pad,3002 E 91ST ST,2018,24556,7820,3002 E 91ST ST,census,"c(-87.551066691, 41.730085262)",10,25,10025
22,Alley Resurfacing Menu,3003 S HOMAN AVE,2017,34537.3,17775,3003 S HOMAN AVE,google,"c(-87.709525, 41.8387846)",22,15,22015
28,Street Light Upgrade Menu,3003 W FIFTH AVE,2021,500,42027,3003 W FIFTH AVE,census,"c(-87.701637111, 41.8795859570001)",28,50,28050
30,Bollard Menu,3004 N AVERS AV,2008,1293,24022,3004 N AVERS AV,google,"c(-87.7234343, 41.9356602)",30,25,30025
35,Miscellaneous-CDOT,3004 N Eldbridge,2011,2124,28452,3004 N Eldbridge,google,"c(-87.717149, 41.9356647)",35,6,35006
11,Curb & Gutter Menu,3004 S KEELEY ST,2018,3515.36,8612,3004 S KEELEY ST,census,"c(-87.652507857, 41.8393789040001)",11,8,11008
31,Sidewalk Menu,3005 N KOSTNER AVE,2016,4047.51,25491,3005 N KOSTNER AVE,census,"c(-87.7369137429999, 41.935538019)",31,31,31031
36,Street Lighting,3005 N OLCOTT AVE,2011,350,29281,3005 N OLCOTT AVE,census,"c(-87.813950913, 41.9345764240001)",36,35,36035
32,Sidewalk Menu,3006 N CLYBOURN AVE,2020,15032.265,42423,3006 N CLYBOURN AVE,census,"c(-87.683429463, 41.936113124)",1,42,01042
30,Alley Resurfacing Menu,3006 N MAJOR AVE,2020,18744.25,42183,3006 N MAJOR AVE,census,"c(-87.7688152979999, 41.9351375360001)",30,2,30002
36,Concrete Alley Menu,3007 N NEW ENGLAND AVE,2021,20268.9,42669,3007 N NEW ENGLAND AVE,census,"c(-87.798033161, 41.9347337500001)",36,50,36050
36,Sidewalk Menu,3008 N NEWCASTLE AVE,2019,1391.43,29612,3008 N NEWCASTLE AVE,census,"c(-87.7968238569999, 41.9347795050001)",36,50,36050
11,Sidewalk Menu,3008 S KEELEY ST,2017,6181.65,8578,3008 S KEELEY ST,census,"c(-87.652477166, 41.839343291)",11,8,11008
3,Street Light Upgrade,301 E 31ST ST,2013,400,2686,301 E 31ST ST,census,"c(-87.6194328399999, 41.838392234)",2,31,02031
42,Sidewalk Menu,301 E ILLINOIS ST,2016,12569.33,34098,301 E ILLINOIS ST,census,"c(-87.6208678519999, 41.890986668)",42,53,42053
42,Curb & Gutter Menu,301 E NORTH WATER LOWER ST,2016,19898.47,34079,301 E NORTH WATER LOWER ST,google,"c(-87.6194864, 41.8890886)",42,54,42054
25,POD Camera,301 W. 23 rd St.,2010,25000,20447,301 W. 23 rd St.,google,"c(-87.6347732, 41.8509482)",25,18,25018
31,Street Light Upgrade Menu,3010 N LAVERGNE AVE,2021,750,42328,3010 N LAVERGNE AVE,census,"c(-87.751669254, 41.9355334960001)",31,9,31009
33,Alley Apron Menu,3010 W BERTEAU AVE,2017,13000.48,26963,3010 W BERTEAU AVE,census,"c(-87.703802062, 41.9575920660001)",33,21,33021
30,Sidewalk Menu - Change Order,3011 N Haussen Ct,2010,4883,24155,3011 N Haussen Ct,census,"c(-87.7243522529999, 41.9357007420001)",30,25,30025
11,Sidewalk Menu,3011 S LLOYD AVE,2016,7714.44,8550,3011 S LLOYD AVE,census,"c(-87.659195841, 41.8392830340001)",11,9,11009
11,Sidewalk Menu,3011 S WALLACE ST,2017,7449.68,8586,3011 S WALLACE ST,google,"c(-87.6410411, 41.8393802)",11,43,11043
11,Sidewalk Menu,3011 S WALLACE ST,2018,27291.43,8618,3011 S WALLACE ST,google,"c(-87.6410411, 41.8393802)",11,43,11043
36,Curb & Gutter Menu,3012 N NEWCASTLE AVE,2019,3053.8,29604,3012 N NEWCASTLE AVE,census,"c(-87.7968252319999, 41.9348420860001)",36,50,36050
24,Bollard Menu,3012 W 21ST PL,2012,261,19592,3012 W 21ST PL,census,"c(-87.701416444, 41.8527389700001)",24,44,24044
7,Miscellaneous Other Projects,3013 E 83RD ST,2018,120,40541,3013 E 83RD ST,google,"c(-87.550844, 41.744405)",10,30,10030
44,Alley Apron Menu,3013 N HALSTED ST,2021,21209.2,35940,3013 N HALSTED ST,google,"c(-87.6489313, 41.936768)",44,6,44006
50,Street Resurfacing Menu,3013 W BIRCHWOOD AVE,2020,2039.815,43591,3013 W BIRCHWOOD AVE,census,"c(-87.704768309, 42.0174021610001)",50,2,50002
44,Alley Apron Menu,3014 N CLIFTON AVE,2021,9603.075,43207,3014 N CLIFTON AVE,census,"c(-87.657658226, 41.9369604090001)",44,27,44027
31,Floodlight Menu,3014 N LOTUS AVE,2014,600,25413,3014 N LOTUS AVE,census,"c(-87.7627092229999, 41.9353428150001)",31,3,31003
44,Alley Apron Menu,3014 N SEMINARY AVE,2016,8101.07,35769,3014 N SEMINARY AVE,census,"c(-87.656440538, 41.9369774090001)",44,27,44027
12,Floodlight Menu,3014 S ALBANY AVE,2012,500,9228,3014 S ALBANY AVE,census,"c(-87.702430692, 41.838703294)",12,6,12006
44,Alley Apron Menu,3015 N CLIFTON AVE,2021,9603.075,43206,3015 N CLIFTON AVE,census,"c(-87.657638192, 41.9367990760001)",44,27,44027
30,Sidewalk Menu,3016 N DAVLIN CT,2018,3755.11,24600,3016 N DAVLIN CT,census,"c(-87.7258359049999, 41.935858968)",31,16,31016
31,Street Resurfacing Menu,3016 N PARKSIDE AVE,2021,7252.48375,42345,3016 N PARKSIDE AVE,census,"c(-87.76760666, 41.9353149240001)",31,15,31015
22,Sidewalk Menu,3016 S HARDING AVE,2022,3115.79,17977,3016 S HARDING AVE,census,"c(-87.723172787, 41.838346791)",22,27,22027
11,Sidewalk Menu,3016 S PRINCETON AVE,2022,19169.93,8781,3016 S PRINCETON AVE,census,"c(-87.634135595, 41.8391829970001)",11,27,11027
12,Alley Apron Menu,3016 W PERSHING RD,2019,10179.68,9573,3016 W PERSHING RD,census,"c(-87.700230919, 41.8226822330001)",14,12,14012
44,Miscellaneous CDOT Projects,3017 N SEMINARY AVE,2019,582.5,43171,3017 N SEMINARY AVE,census,"c(-87.656426241, 41.937000724)",44,27,44027
11,Sidewalk Menu,3017 S HAYNES CT,2015,1490,8486,3017 S HAYNES CT,census,"c(-87.656458415, 41.83884836)",11,8,11008
12,Curb & Gutter Menu,3017 W 26TH ST,2020,8899.37,9639,3017 W 26TH ST,census,"c(-87.7008710119999, 41.844589243)",12,6,12006
14,Miscellaneous-CDOT,3019 W. 41 st Pl.,2007,1195,11200,3019 W. 41 st Pl.,census,"c(-87.699877712, 41.8181647810001)",14,22,14022
14,Miscellaneous-CDOT,3019 W. 55 th St.,2007,1639,11182,3019 W. 55 th St.,census,"c(-87.699431985, 41.7935865700001)",14,5,14005
36,Sidewalk Menu,3020 N NASHVILLE AVE,2022,6721.75,29768,3020 N NASHVILLE AVE,census,"c(-87.790585789, 41.9350556520001)",36,28,36028
36,2016 Menu Bell Park-Water Spray Feature,3020 N OAK PARK AVE,2016,100000,29451,3020 N OAK PARK AVE,census,"c(-87.7955990299999, 41.934986274)",36,50,36050
36,Bell Park Multi-purpose Court,3020 N OAK PARK AVE,2016,50000,29452,3020 N OAK PARK AVE,census,"c(-87.7955990299999, 41.934986274)",36,50,36050
36,Bell Park - New Multi Purpose Court,3020 N OAK PARK AVE,2017,100000,29493,3020 N OAK PARK AVE,census,"c(-87.7955990299999, 41.934986274)",36,50,36050
11,Sidewalk Menu,3020 S EMERALD AVE,2015,326,8482,3020 S EMERALD AVE,census,"c(-87.645107291, 41.83953145)",11,45,11045
22,Sidewalk Menu,3020 S TRUMBULL AVE,2022,5345.34,17978,3020 S TRUMBULL AVE,census,"c(-87.710970796, 41.8384927210001)",22,11,22011
31,Sidewalk Menu,3021 N KILPATRICK AVE,2019,6304.5,25603,3021 N KILPATRICK AVE,census,"c(-87.744291118, 41.9356749890001)",31,6,31006
36,Sidewalk Menu,3021 N NAGLE AVE,2021,2214.39,29704,3021 N NAGLE AVE,census,"c(-87.787037937, 41.9351051420001)",36,10,36010
22,Alley Resurfacing Menu,3021 S KOSTNER AVE,2017,42178.07,17780,3021 S KOSTNER AVE,census,"c(-87.734095549, 41.8380724510001)",22,5,22005
22,Sidewalk Menu,3021 S ST LOUIS AVE,2022,3545.9,17979,3021 S ST LOUIS AVE,census,"c(-87.712178127, 41.8384721050001)",22,11,22011
31,Sidewalk Menu,3022 N KILBOURN AVE,2016,6276.13,25501,3022 N KILBOURN AVE,google,"c(-87.7397165, 41.9360902)",31,5,31005
31,Street Light Upgrade Menu,3022 N KOSTNER AVE,2021,500,42324,3022 N KOSTNER AVE,google,"c(-87.7372557, 41.9361113)",31,31,31031
36,Sidewalk Menu,3022 N NEWCASTLE AVE,2021,2809.58,42682,3022 N NEWCASTLE AVE,census,"c(-87.796830051, 41.9349984720001)",36,50,36050
22,Alley Speed Hump Menu,3022 S KOLIN AVE,2018,350,41401,3022 S KOLIN AVE,census,"c(-87.7329013459999, 41.8382469690001)",22,5,22005
10,Guardrail Menu,3023 E 83 ST,2006,860,7212,3023 E 83 ST,google,"c(-87.5505366, 41.7444814)",10,30,10030
31,Street Light Upgrade Menu,3023 N KEATING AVE,2022,500,25672,3023 N KEATING AVE,census,"c(-87.74547825, 41.9356901960001)",31,6,31006
28,Street Light Upgrade Menu,3023 W FIFTH AVE,2021,500,42028,3023 W FIFTH AVE,google,"c(-87.7020459, 41.8793135)",28,50,28050
31,Sidewalk Menu,3024 N LUNA AVE,2015,6138,25456,3024 N LUNA AVE,census,"c(-87.7651672919999, 41.9354756980001)",31,3,31003
36,Sidewalk Menu,3024 N NEWCASTLE AVE,2021,2809.58,42683,3024 N NEWCASTLE AVE,census,"c(-87.7968310859999, 41.9350297570001)",36,50,36050
22,Bollard Menu,3024 S LAWNDALE AVE,2017,15101.87,17791,3024 S LAWNDALE AVE,census,"c(-87.717071145, 41.838315476)",22,3,22003
22,Bollard Menu,3024 S LAWNDALE AVE,2017,2000,17792,3024 S LAWNDALE AVE,census,"c(-87.717071145, 41.838315476)",22,3,22003
36,Sidewalk Menu,3025 N NEENAH AVE,2021,3117.09,29705,3025 N NEENAH AVE,census,"c(-87.789484075, 41.9351345000001)",36,10,36010
14,Miscellaneous-CDOT,3025 W. 42 nd St.,2007,3061,11198,3025 W. 42 nd St.,census,"c(-87.7014365489999, 41.8172377170001)",14,22,14022
7,Miscellaneous Other Projects,3027 E 79TH ST,2018,120,40540,3027 E 79TH ST,google,"c(-87.550669, 41.7516984)",7,18,07018
11,Curb & Gutter Menu,3027 S PARNELL AVE,2021,3057.44,8719,3027 S PARNELL AVE,census,"c(-87.640210208, 41.839137798)",11,43,11043
10,Sidewalk Menu,3028 E 96TH ST,2016,14887.6,7751,3028 E 96TH ST,census,"c(-87.698263528, 41.718048309)",NA,NA,NA
31,Sidewalk Menu,3028 N LOTUS AVE,2015,3936,25452,3028 N LOTUS AVE,census,"c(-87.7627156889999, 41.9355613660001)",31,3,31003
11,Sidewalk Menu,3029 S ARCH ST,2016,15490.66,8548,3029 S ARCH ST,census,"c(-87.6571854429999, 41.8382675500001)",11,8,11008
11,Bollard Menu,3029 S ARCH ST,2018,1654.18,8609,3029 S ARCH ST,census,"c(-87.6571854429999, 41.8382675500001)",11,8,11008
9,Sidewalk Menu,303 E 113TH ST,2022,17830.96,6905,303 E 113TH ST,google,"c(-87.6154489, 41.6888995)",9,23,09023
36,Steinmetz College Prep Playground,3030 N MOBILE AVE,2017,100000,29531,3030 N MOBILE AVE,google,"c(-87.7834044, 41.935833)",36,17,36017
36,Miscellaneous CDOT,3030 N MOBILE AVE,2015,16666.6666666667,42599,3030 N MOBILE AVE,google,"c(-87.7834044, 41.935833)",36,17,36017
29,Sidewalk Menu,3030 N NEVA AVE,2022,12126.87,23749,3030 N NEVA AVE,census,"c(-87.8052689049999, 41.935082826)",36,20,36020
29,Sidewalk Menu,3030 N OLCOTT AVE,2018,4991.76,23574,3030 N OLCOTT AVE,census,"c(-87.813979112, 41.9349828740001)",36,35,36035
40,Curb & Gutter Menu,3031 W HOLLYWOOD AVE,2017,1260.37,32558,3031 W HOLLYWOOD AVE,census,"c(-87.7050691059999, 41.9848960190001)",40,30,40030
14,Miscellaneous-CDOT,3031 W. 41 st St.,2007,1366,11199,3031 W. 41 st St.,google,"c(-87.7007982, 41.8188515)",14,22,14022
14,Street Light Upgrade Menu,3032 W 55TH ST,2022,500,12254,3032 W 55TH ST,census,"c(-87.699992989, 41.793587098)",14,26,14026
11,Alley Resurfacing Menu,3033 S HALSTED ST,2020,18951.055,40774,3033 S HALSTED ST,google,"c(-87.6459359, 41.838984)",11,45,11045
32,Chicago Park District,3035 North Hoyne,2006,60000,25821,3035 North Hoyne,google,"c(-87.6805212, 41.9370863)",32,45,32045
27,Sidewalk Menu,3035 W GRAND AVE,2016,37092.53,22131,3035 W GRAND AVE,census,"c(-87.703778743, 41.897164779)",26,28,26028
35,Curb & Gutter Menu,3036 N GRESHAM AVE,2021,1319.71,28873,3036 N GRESHAM AVE,census,"c(-87.7139383699999, 41.9365495980001)",35,6,35006
36,Sidewalk Menu,3036 N NARRAGANSETT AVE,2019,3976.74,29624,3036 N NARRAGANSETT AVE,census,"c(-87.785850764, 41.935718884)",36,10,36010
40,Alley Apron Menu,3036 W THORNDALE AVE,2016,12415.45,32505,3036 W THORNDALE AVE,census,"c(-87.705882606, 41.9885107470001)",40,29,40029
29,Sidewalk Menu,3037 N OCONTO AVE,2022,3541.31,23750,3037 N OCONTO AVE,census,"c(-87.807861262, 41.9352056190001)",36,35,36035
11,Sidewalk Menu,3037 S FARRELL ST,2022,8355.76,8783,3037 S FARRELL ST,census,"c(-87.65144213, 41.8389276550001)",11,8,11008
31,Street Light Upgrade Menu,3038 N CENTRAL AVE,2021,750,42329,3038 N CENTRAL AVE,census,"c(-87.763541012, 41.8369827590001)",NA,NA,NA
22,Alley Speed Hump Menu,3038 S KOLIN AVE,2018,350,41400,3038 S KOLIN AVE,census,"c(-87.732894352, 41.83805348)",22,5,22005
28,Miscellaneous CDOT Projects,304 N PULASKI RD,2019,3361.68176470588,41970,304 N PULASKI RD,census,"c(-87.725825288, 41.886001836)",28,24,28024
14,Sidewalk Menu,3040 W 54TH PL,2022,4699.23,12224,3040 W 54TH PL,census,"c(-87.758612123, 41.837121166)",NA,NA,NA
10,Sidewalk Menu,3042 E 87TH ST,2018,7040,7833,3042 E 87TH ST,census,"c(-87.54989263, 41.7374051560001)",10,18,10018
31,Sidewalk Menu,3042 N LINDER AVE,2015,2869,25454,3042 N LINDER AVE,census,"c(-87.76395188, 41.9357792100001)",31,3,31003
32,Curb & Gutter Menu,3042 N WOLCOTT AVE,2021,45961.35,26451,3042 N WOLCOTT AVE,google,"c(-87.6760258, 41.9372764)",32,41,32041
27,Miscellaneous CDOT Projects,3042 W WASHINGTON BLVD,2021,660,22268,3042 W WASHINGTON BLVD,google,"c(-87.7031199, 41.8834014)",2,5,02005
36,Sidewalk Menu,3043 N RUTHERFORD AVE,2022,3886.68,29769,3043 N RUTHERFORD AVE,census,"c(-87.794375895, 41.935345952)",36,28,36028
2,Street Lighting,3043 W WASHINGTON,2009,1000,1551,3043 W WASHINGTON,google,"c(-87.7029136, 41.8825872)",2,5,02005
15,Curb & Gutter Menu,3044 W 47TH ST,2016,5190.05,12781,3044 W 47TH ST,google,"c(-87.7009033, 41.8083873)",14,31,14031
40,Curb & Gutter Menu,3046 W ARDMORE AVE,2016,3386.72,32520,3046 W ARDMORE AVE,census,"c(-87.705763378, 41.986730262)",40,29,40029
32,Curb & Gutter Menu,3047 N CLYBOURN AVE,2022,72971.03,26492,3047 N CLYBOURN AVE,census,"c(-87.684266354, 41.9367348260001)",32,19,32019
42,Miscellaneous Other,305 E RIVERWALK S,2015,10432,34029,305 E RIVERWALK S,google,"c(-87.6452797, 41.8998062)",27,12,27012
27,Sidewalk Menu,305 N LAFLIN ST,2022,17610.74,22306,305 N LAFLIN ST,census,"c(-87.6643086619999, 41.8775741540001)",2,13,02013
10,Sidewalk Menu,3050 E 87TH ST,2018,6127,7839,3050 E 87TH ST,google,"c(-87.5494165, 41.7375782)",10,18,10018
50,Miscellaneous-CDOT,3050 W Touhy,2005,11354,39771,3050 W Touhy,google,"c(-87.7062605, 42.0122466)",50,5,50005
11,Guardrail Menu,3051 S ARCHER AV,2007,800,8143,3051 S ARCHER AV,census,"c(-87.66244461, 41.8394740730001)",11,9,11009
33,Sidewalk Menu,3053 W WELLINGTON AVE,2021,43384.1,27095,3053 W WELLINGTON AVE,google,"c(-87.7047304, 41.9355848)",35,18,35018
31,Street Light Upgrade,3054 N LONG AVE,2014,400,25419,3054 N LONG AVE,census,"c(-87.761522629, 41.9364533040001)",31,43,31043
36,Sidewalk Menu,3055 N NEENAH AVE,2022,2985.4,29770,3055 N NEENAH AVE,census,"c(-87.789499603, 41.935603793)",36,10,36010
36,Curb & Gutter Menu,3055 N NEWLAND AVE,2021,2933.6,29690,3055 N NEWLAND AVE,census,"c(-87.799298424, 41.9359252900001)",36,50,36050
44,Sidewalk Menu,3055 N SHEFFIELD AVE,2022,13269.94,35982,3055 N SHEFFIELD AVE,census,"c(-87.6540202049999, 41.9376750050001)",44,14,44014
24,Miscellaneous CDOT Projects,3057 W 19TH ST,2017,4077.515,41612,3057 W 19TH ST,census,"c(-87.701819375, 41.8554649810001)",24,44,24044
31,Street Light Upgrade Menu,3058 N CENTRAL AVE,2021,750,42333,3058 N CENTRAL AVE,census,"c(-87.763537484, 41.836804052)",NA,NA,NA
24,POD Camera,3058 W. Cermak,2006,24000,19427,3058 W. Cermak,google,"c(-87.7026362, 41.8520556)",24,44,24044
36,Sidewalk Menu,3059 N NORMANDY AVE,2022,6360.2,29771,3059 N NORMANDY AVE,google,"c(-87.7929198, 41.936232)",36,28,36028
24,Miscellaneous CDOT Projects,3059 W 19TH ST,2017,4077.515,41613,3059 W 19TH ST,census,"c(-87.7018608069999, 41.855464254)",24,44,24044
6,Alley Speed Hump Menu,306 E 75TH ST,2019,350,40487,306 E 75TH ST,census,"c(-87.6179890559999, 41.7583623400001)",6,6,06006
30,Sidewalk Menu,3065 N HAUSSEN CT,2019,3925.36,24664,3065 N HAUSSEN CT,census,"c(-87.723194266, 41.93671005)",30,25,30025
30,Streetscape,3084 N Milwaukee,2007,1200,24010,3084 N Milwaukee,google,"c(-87.7208981, 41.9370726)",30,25,30025
30,Alley Resurfacing Menu,3088 N MILWAUKEE AVE,2019,18880.75,42141,3088 N MILWAUKEE AVE,census,"c(-87.720965424, 41.9373340070001)",30,25,30025
2,1 POD Camera: 310 E Chicago Ave,310 E CHICAGO AVE,2021,24776,2292,310 E CHICAGO AVE,census,"c(-87.6363063209999, 41.896572937)",27,28,27028
28,Sidewalk Menu,310 S LEAMINGTON AVE,2021,7993.305,42006,310 S LEAMINGTON AVE,census,"c(-87.753398067, 41.8760868840001)",28,17,28017
11,Curb & Gutter Menu,310 W 30TH ST,2022,13045.61,8766,310 W 30TH ST,google,"c(-87.6346568, 41.839877)",11,27,11027
35,Street Light Pole Painting Menu,3100 N CENTRAL PARK AVE,2022,3100,28961,3100 N CENTRAL PARK AVE,census,"c(-87.7145984859999, 41.8370215640001)",22,10,22010
32,In-Road State Law Stop For Pedestrians Signs Menu,3100 N CLYBOURN AVE,2019,600,26374,3100 N CLYBOURN AVE,census,"c(-87.685767266, 41.9378002660001)",1,42,01042
33,Sidewalk Menu,3100 N ELSTON AVE,2016,10810.82,26953,3100 N ELSTON AVE,census,"c(-87.695437577, 41.937406627)",1,19,01019
30,Street Resurfacing Menu,3100 N MAJOR AVE,2020,31022.55,42212,3100 N MAJOR AVE,census,"c(-87.768871181, 41.936827275)",30,2,30002
36,Sidewalk Menu,3100 N NEWCASTLE AVE,2017,29232.2,29511,3100 N NEWCASTLE AVE,census,"c(-87.796877848, 41.936442314)",36,50,36050
36,Sidewalk Menu,3100 N NEWCASTLE AVE,2018,5550.33,29559,3100 N NEWCASTLE AVE,census,"c(-87.796877848, 41.936442314)",36,50,36050
22,Sidewalk Menu,3100 S LAWNDALE AVE,2017,4670.22,17796,3100 S LAWNDALE AVE,census,"c(-87.7170345439999, 41.836977663)",22,10,22010
11,Sidewalk Menu,3100 S Lituanica,2012,2248,8353,3100 S Lituanica,census,"c(-87.648708368, 41.8379834190001)",11,5,11005
22,2 POD CAMERA - 2259 S. Kostner & 3100 S. Pulaksi,3100 S PULASKI RD,2019,24776,41413,3100 S PULASKI RD,census,"c(-87.727139289, 41.9373342550001)",31,33,31033
22,Pavement Markings Menu,3100 S RIDGEWAY AVE,2022,7000,17971,3100 S RIDGEWAY AVE,google,"c(-87.7187432, 41.8368605)",22,10,22010
50,Street Light Upgrade Menu,3100 W CHASE AVE,2018,2200,43579,3100 W CHASE AVE,census,"c(-87.706925559, 42.0137305880001)",50,5,50005
10,Miscellaneous Other Projects,3101 E 92ND ST,2020,10000,7905,3101 E 92ND ST,census,"c(-87.548400933, 41.728274668)",10,1,10001
30,Sidewalk Menu,3101 N AUSTIN AVE,2021,12123.32,42222,3101 N AUSTIN AVE,google,"c(-87.7758913, 41.936792)",30,2,30002
30,Sidewalk Menu,3101 N MENARD AVE,2018,27482.13,24598,3101 N MENARD AVE,google,"c(-87.7710484, 41.9368146)",30,2,30002
3,Street Light Upgrade Menu,3101 S MICHIGAN AVE,2022,500,3017,3101 S MICHIGAN AVE,google,"c(-87.6230343, 41.838127)",3,41,03041
1,Sidewalk Menu,3101 W ARMITAGE AVE,2019,32387.34,808,3101 W ARMITAGE AVE,census,"c(-87.7054115619999, 41.9174094030001)",35,3,35003
