ward,type,location,year,est_cost,lat,long,query
42,Street Lighting,N DEARBORN ST & W NORTH AV,2007,80000,41.91120512400005,-87.63020629699997,census
42,Street Lighting,N DEARBORN ST & W SCHILLER ST,2007,80000,41.907860578000054,-87.63010579999997,census
42,Miscellaneous-CDOT,N DEWITT PL & W PEARSON ST,2009,700,41.89764202400005,-87.62018069799996,census
35,Street Lighting,N DRAKE AVE & N AVONDALE AVE,2011,10000,41.94430889600005,-87.71632032399998,census
33,1 PTZ Camera - N Drake & W Ainslie,N DRAKE AVE & W AINSLIE ST,2022,24776,41.97018491100005,-87.71708008199994,census
35,1 POD Camera: Drake & Dickens,N DRAKE AVE & W DICKENS AVE,2021,24776,41.91913234200007,-87.71520681499999,census
35,Miscellaneous-CDOT,N ELSTON AV & W GRACE ST,2010,900,41.9501832,-87.7140402,google
33,Miscellaneous-CDOT,N ELSTON AVE & N ALBANY AVE,2011,39,41.94420437900004,-87.70530985199997,census
35,Pedestrian Refuge Island,N ELSTON AVE & N BERNARD ST,2015,36735.5,41.950202051000076,-87.71402496799999,census
35,In-Road State Law Stop,N ELSTON AVE & N CHRISTIANA AVE,2012,550,41.94847751900005,-87.71154469699997,census
35,In-Road State Law Stop For Pedestrians Sign Menu,N ELSTON AVE & N DRAKE AVE,2021,350,41.95190246300007,-87.71653337799995,census
39,w/41st Ward Forest Glen Viaduct Lettering w/ 45th Ward,N ELSTON AVE & N FOREST GLEN AVE,2019,5000,41.97708705800005,-87.75473034699996,census
33,Miscellaneous CDOT Projects,N ELSTON AVE & N FRANCISCO AVE,2022,25000,41.94053422200005,-87.69997948099996,census
35,Traffic Equipment,N ELSTON AVE & N KIMBALL AVE,2014,2350,41.949333755000055,-87.71279086199996,census
45,In-Road State Law Stop,N ELSTON AVE & N LARAMIE AVE,2013,1100,41.9787962,-87.7575335,google
45,In-Road State Law Stop,N ELSTON AVE & N LYNCH AVE,2012,800,41.98106674600007,-87.76121040599998,census
39,High Definition Camera Menu,N ELSTON AVE & N MILWAUKEEAVE,2021,24709.3333333333,41.8969861,-87.6565636,google
39,Pedestrian Refuge Island,N ELSTON AVE & N PULASKI RD,2015,34711,41.95961662700006,-87.72778504199994,census
39,Pedestrian Refuge Island Menu,N ELSTON AVE & N PULASKI RD,2016,3240.89,41.95961662700006,-87.72778504199994,census
35,In-Road State Law Stop,N ELSTON AVE & W GRACE ST,2012,550,41.950202051000076,-87.71402496799999,census
35,In-Road State Law Stop,N ELSTON AVE & W GRACE ST,2014,350,41.950202051000076,-87.71402496799999,census
35,Pedestrian Refuge Island,N ELSTON AVE & W GRACE ST,2015,36735.5,41.950202051000076,-87.71402496799999,census
42,Traffic Signals,N FAIRBANKS CT & E GRAND AV,2006,5000,41.89180514800006,-87.62023295599994,census
40,Sidewalk Menu,N FAIRFIELD AVE & W ARDMORE AVE,2012,1275,41.986766946000046,-87.69805797499998,census
40,Sidewalk Menu,N FAIRFIELD AVE & W ARDMORE AVE,2013,2117,41.986766946000046,-87.69805797499998,census
1,In-Road State Law Stop,N FAIRFIELD AVE & W ARMITAGE AVE,2013,950,41.91750428700004,-87.69597165399995,census
1,In-Road State Law Stop,N FAIRFIELD AVE & W ARMITAGE AVE,2014,950,41.91750428700004,-87.69597165399995,census
43,Street Light Upgrade Menu,N FERN CT & W EUGENIE ST,2017,500,41.91287337700004,-87.63935153999995,census
42,Pavement Markings Menu,N FIELD BLVD & E RANDOLPH ST,2016,1400,41.8845342,-87.6173955,google
42,In-Road State Law Stop for Pedestrians S,N FIELD I BLVD & E RANDOLPH ST,2011,950,41.8845342,-87.6173955,google
39,Speed Indicator Signs,N FOREST GLEN AVE & N CICERO AVE,2019,5500,41.98559313900006,-87.74830656699999,census
26,In-Road State Law Stop for Pedestrians S,N FRANCISCO AVE & W AUGUSTA BLVD,2011,800,41.8992579,-87.6992573,google
40,Street Traffic Circle Menu,N FRANCISCO AVE & W GREGORY ST,2017,1163.26,41.9821951,-87.7015517,google
33,In-Road State Law Stop,N FRANCISCO AVE & W MONTROSE AVE,2012,800,41.9612363,-87.7009042,google
33,In-Road State Law Stop,N FRANCISCO AVE & W MONTROSE AVE,2015,600,41.9612363,-87.7009042,google
42,POD CAMERA - FRANKLIN & ONTARIO,N FRANKLIN ST & W ONTARIO ST,2018,27011,41.893171909000046,-87.63561304499996,census
42,Pavement Markings Menu,N FRANKLIN ST & W ONTARIO ST,2019,3500,41.893171909000046,-87.63561304499996,census
42,Left-Turn Arrow Menu,N FRANKLIN ST & W ONTARIO ST,2020,70000,41.893171909000046,-87.63561304499996,census
42,Miscellaneous Other,N GARLAND CT & E RANDOLPH ST,2015,9440,41.8845039,-87.6253494,google
48,Bollard Menu,N GLENWOOD AVE & N RIDGE AVE,2016,2931.44,41.98667448900005,-87.66504263999997,census
46,Alley Apron Menu,N GLENWOOD AVE & W CARMEN AV (5100 N),2011,32488,41.9736421,-87.7554192,google
48,Street Bump Outs Menu,N GLENWOOD AVE & W GREGORY ST,2018,15000,41.98261440300007,-87.66492204399998,census
49,2 LPR/No Camera - 1 SW Jonquil and Sheridan; 1 NW Morse and Glenwood,N GLENWOOD AVE & W MORSE AVE,2022,27410,42.007907,-87.6657481,google
49,Sidewalk Menu,N GLENWOOD AVE & W PRATT BLVD,2021,2208.96,42.005471482000075,-87.66549688799995,census
47,Street Traffic Circle Menu,N GREENVIEW AVE & W BELLE PLAINE AVE,2022,24000,41.956143445000066,-87.66758722899993,census
40,Alley Apron Menu,N GREENVIEW AVE & W DEVON AV (6400 N),2011,22661,41.9974814,-87.7883083,google
32,Sidewalk Menu,N GREENVIEW AVE & W FLETCHER ST,2019,10500,41.938821750000045,-87.66620840799999,census
47,In-Road State Law Stop,N GREENVIEW AVE & W WILSON AVE,2012,410,41.965256529000044,-87.66779626299996,census
43,Pole Painting,N HALSTED ST & N LINCOLN PARK WEST,2008,500,41.9254561,-87.6487544,google
43,Traffic Signals,N HALSTED ST & W ARMITAGE AV,2007,12000,41.9181777,-87.6485126,google
43,1 Pod Camera: Hasted & Armitage,N HALSTED ST & W ARMITAGE AVE,2020,24776,41.9181777,-87.6485126,google
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2012,800,41.942703,-87.6493457,google
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2013,950,41.942703,-87.6493457,google
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2014,550,41.942703,-87.6493457,google
43,Pole Painting,N HALSTED ST & W FULLERTON PW,2008,500,41.9254561,-87.6487544,google
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2012,950,41.9345316,-87.6490696,google
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2015,600,41.9345316,-87.6490696,google
46,Traffic Signals,N HALSTED ST & W GRACE ST,2006,18000,41.9160828,-87.6484419,google
27,1 LPR on Existing Camera: Halsted & Grand,N HALSTED ST & W GRAND AVE,2021,10971,41.891182065000066,-87.64762446899994,census
44,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,41.94911668200007,-87.64954195499996,census
46,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,41.94911668200007,-87.64954195499996,census
43,Traffic Signals,N HALSTED ST & W WEBSTER AV,2007,12000,41.92181762700005,-87.64862943999998,census
43,Bus Pad,N HALSTED ST & W WRIGHTWOOD AVE,2022,34185.31,41.929085583000074,-87.64888671299997,census
44,Alley Resurfacing Menu,N HALSTED ST & WROSCOE ST,2022,9281.22,41.9436065,-87.6493749,google
47,In-Road State Law Stop,N HAMILTON AVE & W MONTROSE AVE,2012,800,41.96141351700004,-87.68221157899995,census
35,1 PTZ Camera - NEW Hamlin and Belden,N HAMLIN AVE & W BELDEN AVE,2022,24776,41.92271406100008,-87.72182756899997,census
39,Floodlight Menu,N HAMLIN AVE & W GRANVILLE AVE,2017,600,41.99372135200008,-87.72392594999997,census
28,Alley Apron Menu,N HAMLIN AVE & W LAKE ST (234 N),2011,11665,41.8859687,-87.6351135,google
30,Alley Resurfacing Menu,N HAMLIN AVE & W SCHOOL ST,2017,17357.805,41.940976410000076,-87.72234613499995,census
43,Alley Apron Menu,N HAMPDEN CT & W WRIGHTWOOD AV (2635 N),2011,11052,41.9287022,-87.6735552,google
43,Street Light Upgrade Menu,N HAMPDEN CT & W WRIGHTWOOD AVE,2016,4200,41.9306547,-87.641466,google
42,In-Road State Law Stop,N HARBOR DR & E RANDOLPH ST,2012,550,41.8846703,-87.6157612,google
42,In-Road State Law Stop,N HARBOR DR & E RANDOLPH ST,2013,550,41.8846703,-87.6157612,google
42,1 PTZ Camera SE Harbor and Waterside,N HARBOR DR & E WATERSIDE DR,2022,24776,41.88694510400006,-87.61576686099994,census
26,Alley Resurfacing Menu,N HARDING AVE & W CORTLANDST,2022,15576.2933333333,41.9153581,-87.7252679,google
27,Street Lighting,N HARDING AVE & W ONTARIO ST (620 N)Dead End (300 N),2011,160000,NA,NA,google
30,Alley Apron Menu,N HARDING AVE & W WAVELAND AV (3700 N),2011,15673,41.9468921,-87.8088097,google
36,Traffic Signals,N HARLEM AV & W ADDISON ST,2005,95000,41.94526562900006,-87.80700496199995,census
36,Traffic Signals,N HARLEM AV & W BELMONT AV,2005,95000,41.93799767300004,-87.80674366999995,census
29,Diagonal Parking Menu,N HARLEM AVE & W ALTGELD ST,2021,41522.71,41.9262344,-87.8063311,google
29,1 LPR/Existing Camera - N Harlem and W Belmont,N HARLEM AVE & W BELMONT AVE,2022,10971,41.93799767300004,-87.80674366999995,census
29,PTZ Camera - N Harlem and W Belmont,N HARLEM AVE & W BELMONT AVE,2022,24776,41.93799767300004,-87.80674366999995,census
41,1 PTZ Camera - NW Harlem and Higgins,N HARLEM AVE & W HIGGINS AVE,2022,24776,41.98111900500004,-87.80695672399997,census
29,Miscellaneous CDOT Projects,N HARLEM AVE & W NORTH AVE,2018,55000,41.9087765,-87.8057383,google
29,Alley Resurfacing Menu,N HARLEM AVE & W PALMER ST,2017,34944.42,41.91985994100003,-87.80612058699995,census
46,MONTROSE&CLARENDON; SE BROADWAY &W WILSON AVE; N HAZEL ST &  W MONTROSE AVE; N BROADWAY &  W SUNNYSIDE AVE,N HAZEL ST & W MONTROSE AVE,2022,30970,41.961811486000045,-87.65232371699994,census
46,Street Light Pole POD,N HAZEL ST & W SUNNYSIDE AVE,2015,3000,41.963640535000025,-87.65236391599996,census
46,High Definition Camera,N HAZEL ST & W SUNNYSIDE AVE,2015,33763.75,41.963640535000025,-87.65236391599996,census
46,Street Light Pole POD,N HAZEL ST & W WINDSOR AVE,2015,3000,41.964488731000074,-87.65237999499999,census
46,High Definition Camera,N HAZEL ST & W WINDSOR AVE,2015,33763.75,41.964488731000074,-87.65237999499999,census
1,Street Resurfacing Menu,N HERMITAGE AVE & N MILWAUKEE AVE,2016,7919.53,41.90598731000006,-87.67059812499997,census
40,Alley Resurfacing Menu (1-1),N HERMITAGE AVE & N RIDGE AVE,2017,24102.12,41.991377757000066,-87.67333164799999,census
40,Alley Resurfacing Menu,N HERMITAGE AVE & W DEVON AVE,2017,4763.36,41.9980211,-87.6734848,google
32,Street Speed Hump Menu,N HERMITAGE AVEDead End (2800 N) & W OAKDALE AV (2940 N),2011,1850,41.9349201,-87.685508,google
41,Miscellaneous Other,N HIAWATHA AVE & N LEHIGH AVE,2014,4000,42.00249274600003,-87.76844218299999,census
41,Miscellaneous Other,N HIAWATHA AVE & N LEHIGH AVE,2015,5000,42.00249274600003,-87.76844218299999,census
41,In-Road State Law Stop For Pedestrians Signs Menu,N HIAWATHA AVE & N MOSELLE AVE,2019,350,42.00778291800003,-87.77845974199994,census
1,In-Road State Law Stop,N HONORE ST & N MILWAUKEE AVE,2014,950,41.9089911,-87.6752894,google
32,In-Road State Law Stop for Pedestria,N HOYNE AV & W ARMITAGE AV,2010,800,41.91770930200005,-87.68009309899998,census
1,In-Road State Law Stop,N HOYNE AVE & W CHICAGO AVE,2014,1500,41.89586925400005,-87.67949815499998,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N HOYNE AVE & W CHICAGO AVE,2016,350,41.89586925400005,-87.67949815499998,census
47,Street Bump Outs Menu,N HOYNE AVE & W CORNELIA AVE,2022,13012.06,41.94501237700007,-87.68092521499995,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N HOYNE AVE & W DIVISION ST,2016,350,41.90314927000003,-87.67969914999998,census
32,Street Resurfacing Menu,N HOYNE AVE & W MELROSE ST,2020,14117.79,41.9404494,-87.6808058,google
47,In-Road State Law Stop,N HOYNE AVE & W MONTROSE AVE,2014,550,41.96142557700006,-87.68139956199997,census
27,1 LPR No POD Camera - 1498 N Hudson,N HUDSON AVE & W BLACKHAWK ST,2021,27410,41.90922733900004,-87.63974548899995,census
27,Street Light Pole for High Definition Camera Menu,N HUDSON AVE & W BLACKHAWK ST,2022,3000,41.90922733900004,-87.63974548899995,census
42,1 PTZ Camera - Hudson and Superior,N HUDSON AVE & W SUPERIOR ST,2022,24776,41.895519523000075,-87.64002688199997,census
44,Curb/Gutter Menu,N HUDSON AVEDead End (3169 N) & W BELMONT AV (3200 N),2011,3939,41.9398134,-87.7087982,google
1,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N HUMBOLDT BLVD & W PALMER BLVD,2021,50000,41.9207314,-87.7021807,google
39,Alley Apron Menu,N INDIAN RD & N MEADE AVE,2016,11791.81,41.9948757,-87.780037,google
39,Alley Apron Menu,N INDIAN RD & N MOODY AVE,2016,10690.84,41.9954085,-87.7813466,google
42,Traffic Signal Pole,N JEFFERSON ST & W FULTON ST,2015,2350,41.88681244700007,-87.64280462399995,census
42,Pavement Markings,N JEFFERSON ST & W LAKE ST,2015,1500,41.8857048,-87.642788,google
42,Traffic Equipment,N JEFFERSON ST & W RANDOLPH ST,2014,2308,41.884436694000044,-87.64273226599994,census
39,In-Road State Law Stop for Pedestria,N JERSEY AV & W THORNDALE AV,2010,800,41.988499518000026,-87.71047138699998,census
39,Street Light Upgrade Menu,N KARLOV AVE & W ARGYLE ST,2022,250,41.971853,-87.7305901,google
36,Sidewalk Menu,N KEATING AVE & W BELDEN AVE,2020,9583.055,41.92242864900004,-87.74503437899995,census
35,In-Road State Law Stop For Pedestrians Sign Menu,N KEDVALE AVE & W ARMITAGE AVE,2021,600,41.91712239800006,-87.73022109399994,census
33,In-Road State Law Stop for Pedestria,N KEDZIE AV & W SUNNYSIDE AV,2008,320,41.9630265,-87.7082914,google
33,Miscellaneous-CDOT,N KEDZIE AV & W SUNNYSIDE AV,2009,32,41.9630265,-87.7082914,google
33,Arterial Street Bump Outs Menu,N KEDZIE AVE & W BARRY AVE,2021,2119.28,41.9375001,-87.7075615,google
35,Traffic Equipment,N KEDZIE AVE & W BELMONT AVE,2015,500,41.9393455,-87.7074917,google
39,High Definition Camera Menu,N KEDZIE AVE & W BRYN MAWR AVE,2021,24709.3333333333,41.9830581,-87.7088637,google
39,In-Road State Law Stop for Pedestrians S,N KEDZIE AVE & W CATALPA AVE,2011,550,41.9812577,-87.7088041,google
26,In-Road State Law Stop for Pedestrians S,N KEDZIE AVE & W EVERGREEN AVE,2011,219,41.9055548,-87.7068699,google
26,Miscellaneous Other,N KEDZIE AVE & W EVERGREEN AVE,2012,191,41.9055548,-87.7068699,google
35,Pedestrian Refuge Island,N KEDZIE AVE & W SCHUBERT AVE,2012,72011,41.9302958,-87.7074475,google
33,Miscellaneous-CDOT,N KEDZIE AVE & W SUNNYSIDE AVE,2011,448,41.963013432000025,-87.70830064799998,census
33,In-Road State Law Stop,N KEDZIE AVE & W SUNNYSIDE AVE,2013,950,41.963013432000025,-87.70830064799998,census
33,In-Road State Law Stop,N KEDZIE AVE & W SUNNYSIDE AVE,2015,600,41.963013432000025,-87.70830064799998,census
27,POD CAMERA - N. Kedzie & W. Walnut,N KEDZIE AVE & W WALNUT ST,2018,27011,41.8853888,-87.7062426,google
33,In-Road State Law Stop,N KEDZIE AVE & W WAVELAND AVE,2013,950,41.94845340000006,-87.70787051999997,census
35,Street Bump Outs Menu,N KEELER AVE & W DICKENS AVE,2017,51785.62,41.91893134700007,-87.73150745799995,census
35,Street Bump Outs Menu,N KEELER AVE & W PALMER ST,2017,41587.92,41.92076843600006,-87.73155971599994,census
32,In-Road State Law Stop for Pedestrians S,N KENMORE AVE & N CLYBOURN AVE,2011,800,41.91551042300006,-87.65592151599998,census
43,In-Road State Law Stop,N KENMORE AVE & N CLYBOURN AVE,2013,1900,41.91551042300006,-87.65592151599998,census
43,In-Road State Law Stop,N KENMORE AVE & N LINCOLN AVE,2014,600,41.92997397800008,-87.65508939899996,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N KENMORE AVE & N LINCOLN AVE,2016,600,41.92997397800008,-87.65508939899996,census
48,Street Lighting,N KENMORE AVE & W ARDMORE AVE,2011,500,41.98733375100005,-87.65672951299996,census
44,Curb & Gutter Menu,N KENMORE AVE & W GRACE ST,2021,6728.95,41.951106526000046,-87.65565218399996,census
45,Miscellaneous CDOT,N KENNETH AVE & N MILWAUKEE AVE,2015,4215,41.9488454,-87.7398304,google
45,Sidewalk Menu,N KENNETH AVE & N MILWAUKEE AVE,2017,2000.06,41.9488454,-87.7398304,google
39,Street Resurface Menu,N KENTON AVE & W BRYN MAWR AV (5600 N)Dead End (5126 N),2011,41748,41.9831103,-87.7685343,google
31,Street Resurfacing Menu (1-5),N KENTON AVE & W DIVERSEY AVE,2020,11269.53,41.9315972,-87.7416569,google
37,Street Bump Outs Menu,N KILDARE AVE & W AUGUSTA BLVD,2021,29256.6,41.89889622900006,-87.73357769999996,census
35,Alley Apron Menu,N KILDARE AVE & W CORTLAND ST,2017,12861.23,41.91525315000007,-87.73382291299998,census
28,Street Lighting,N KILPATRICK AV & W ADAMS BV,2010,5040,41.87807321200006,-87.74273902299996,census
37,Floodlight Menu,N KILPATRICK AVE & W AUGUSTA BLVD,2012,500,41.898739453000076,-87.74361937899994,census
37,Floodlight Menu,N KILPATRICK AVE & W IOWA ST,2012,500,41.8969054,-87.743563,google
37,Street Light Arterial,N KILPATRICK AVE & W IOWA ST,2012,12000,41.8969054,-87.743563,google
37,Traffic Signal,N KILPATRICK AVE & W IOWA ST,2012,12000,41.8969054,-87.743563,google
37,Floodlight Menu,N KILPATRICK AVE & W RICE ST,2012,500,41.89601397000007,-87.74354702099998,census
37,Floodlight Menu,N KILPATRICK AVE & W WALTON ST,2012,500,41.897814879000066,-87.74359123899995,census
39,In-Road State Law Stop for Pedestria,N KIMBALL AV & W CATALPA AV,2010,800,41.981195383000056,-87.71367925799996,census
35,Miscellaneous Other,N KIMBALL AVE & N AVONDALE AVE,2013,12000,41.94225071400007,-87.71259790799996,census
35,Pedestrian Countdown,N KIMBALL AVE & N AVONDALE AVE,2013,17863,41.94225071400007,-87.71259790799996,census
35,Miscellaneous Other,N KIMBALL AVE & N KENNEDY KIMBALL AV XR IB,2013,12000,41.9570768,-87.7130132,google
35,1 LPR W/O Existing Camera: N Kimball and W Addison,N KIMBALL AVE & W ADDISON ST,2021,27410,41.94656807300004,-87.71271046499999,census
35,1 POD Camera NE Corner of W Addison and N Kimball,N KIMBALL AVE & W ADDISON ST,2021,24776,41.94656807300004,-87.71271046499999,census
1,Pavement Markings Menu,N KIMBALL AVE & W BLOOMINGDALE AVE,2016,150,41.91361303600007,-87.71179794999995,census
26,Pavement Markings Menu,N KIMBALL AVE & W BLOOMINGDALE AVE,2016,150,41.91361303600007,-87.71179794999995,census
39,In-Road State Law Stop for Pedestrians S,N KIMBALL AVE & W CATALPA AVE,2011,950,41.981195383000056,-87.71367925799996,census
39,In-Road State Law Stop,N KIMBALL AVE & W CATALPA AVE,2013,950,41.981195383000056,-87.71367925799996,census
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W DRUMMOND PL,2019,350,41.92929461700004,-87.71222405799995,census
35,In-Road State Law Stop For Pedestrians Sign Menu,N KIMBALL AVE & W DRUMMOND PL,2021,700,41.92929461700004,-87.71222405799995,census
35,Pedestrian Countdown,N KIMBALL AVE & W HENDERSON ST,2013,17863,41.94225071400007,-87.71259790799996,census
33,Bus Pad,N KIMBALL AVE & W LAWRENCE AVE,2017,17717.89,41.96840410100003,-87.71336168599998,census
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W PARKER AVE,2019,600,41.93106738700004,-87.71227229699997,census
35,In-Road State Law Stop For Pedestrians Signs Menu,N KIMBALL AVE & W PARKER AVE,2020,350,41.93106738700004,-87.71227229699997,census
35,In-Road State Law Stop For Pedestrians Sign Menu,N KIMBALL AVE & W PARKER AVE,2021,1800,41.93106738700004,-87.71227229699997,census
35,In-Road State Law Stop,N KIMBALL AVE & W WELLINGTON AVE,2015,600,41.9356447,-87.7123766,google
35,Pedestrian Refuge Island Menu,N KIMBALL AVE & W WELLINGTON AVE,2017,33089.87,41.9356447,-87.7123766,google
12,Street Lighting,N KINGSBURY ST & N NORTH BRANCH ST,2005,3850,41.9050577,-87.6492558,google
12,Street Lighting,N KINGSBURY ST & N NORTH BRANCH ST,2005,5000,41.9050577,-87.6492558,google
42,1 POD Camera NE Corner of Madison at 90/94,N KINGSBURY ST & W CHICAGO AVE,2021,24776,41.89649635600006,-87.64153835899998,census
42,1 LPR W/ Existing Camera: SW Corner Erie and Kingsbury,N KINGSBURY ST & W ERIE ST,2021,10971,41.89389950900005,-87.64146198099996,census
