ward,type,location,year,est_cost,id,lat,long,query
48,In-Road State Law Stop For Pedestrians Signs Menu,N CLARK ST & W SUMMERDALE AVE,2017,600,41917,41.978932186000065,-87.66830678899998,census
48,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W SUMMERDALE AVE,2022,600,42231,41.978932186000065,-87.66830678899998,census
49,Street Light Upgrade,N CLARK ST & W TOUHY AVE,2014,1600,42635,42.012638941000034,-87.67463409199996,census
43,Traffic Signals,N CLARK ST & W WEBSTER AV,2007,12000,37270,41.92197038200004,-87.63827823099996,census
43,In-Road State Law Stop,N CLARK ST & W WEBSTER AVE,2012,410,37570,41.92197038200004,-87.63827823099996,census
43,In-Road State Law Stop,N CLARK ST & W WEBSTER AVE,2014,1100,37684,41.92197038200004,-87.63827823099996,census
47,In-Road State Law Stop For Pedestrians Sign Menu,N CLARK ST & W WINONA ST,2022,350,41368,41.975278108000055,-87.66831482899994,census
43,Pedestrian Refuge Island,N CLARK ST & W WISCONSIN ST,2015,37321,37754,41.91657971300003,-87.63494574399994,census
43,Pedestrian Refuge Island Menu,N CLARK ST & W WISCONSIN ST,2016,2297.91,37840,41.91657971300003,-87.63494574399994,census
43,In-Road State Law Stop,N CLEVELAND AVE & W ARMITAGE AVE,2014,550,37685,41.918288165000035,-87.64124490699999,census
46,Traffic Signals,N CLIFTON AV & W MONTROSE AV,2009,40000,39879,41.96173912800003,-87.65806009599999,census
1,Alley Apron Menu,N CLYBOURN AVE & N HOYNE AV (2950 N),2011,21141,377,41.9355684,-87.6809479,google
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & N KENMORE AVE,2018,600,37925,41.91551042300006,-87.65592151599998,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & N KENMORE AVE,2020,600,38016,41.91551042300006,-87.65592151599998,census
43,In-Road State Law Stop For Pedestrians Sign Menu,N CLYBOURN AVE & N KENMORE AVE,2022,600,38091,41.91551042300006,-87.65592151599998,census
2,Miscellaneous CDOT Projects,N CLYBOURN AVE & N LAKEWOOD AVE,2021,69368.96,2424,41.91935745500007,-87.66125992699995,census
43,In-Road State Law Stop,N CLYBOURN AVE & N MAGNOLIA AVE,2012,410,37572,41.91821982700003,-87.65968815099995,census
32,In-Road State Law Stop,N CLYBOURN AVE & N OAKLEY AVE,2014,950,28267,41.93766804200004,-87.68557622499998,census
32,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W BARRY AVE,2017,600,28418,41.93766804200004,-87.68557622499998,census
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2017,350,2284,41.915056176000064,-87.65529039399996,census
2,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2019,350,2364,41.915056176000064,-87.65529039399996,census
43,In-Road State Law Stop For Pedestrians Signs Menu,N CLYBOURN AVE & W WISCONSIN ST,2018,350,37926,41.915056176000064,-87.65529039399996,census
42,Pavement Markings Menu,N COLUMBUS DR & W RANDOLPH ST,2010,2600,36549,41.8844345,-87.6206769,google
42,Bollard Menu,N COLUMBUS LOWER DR & E SOUTH WATER LOWER ST,2022,37933.16,37068,41.8868609,-87.6203062,google
27,In-Road State Law Stop,N CROSBY ST & N LARRABEE ST,2014,550,23632,41.89945499300006,-87.64305385699998,census
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CHARLESTON ST,2010,550,28127,41.9200585,-87.6777089,google
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CORTLAND ST,2010,550,28124,41.9162465,-87.6775942,google
32,In-Road State Law Stop for Pedestria,N DAMEN AV & W CORTLAND ST,2010,800,28125,41.9162465,-87.6775942,google
47,Floodlight Menu,N DAMEN AVE & W BELLE PLAINE AVE,2012,500,40739,41.955986669000026,-87.67881075499997,census
47,Arterial Street Bump Outs Menu,N DAMEN AVE & W BELLE PLAINE AVE,2021,30908.1,41278,41.955986669000026,-87.67881075499997,census
47,Arterial Street Bump Outs Menu,N DAMEN AVE & W BELLE PLAINE AVE,2022,19091.9,41357,41.955986669000026,-87.67881075499997,census
47,In-Road State Law Stop,N DAMEN AVE & W BERENICE AVE,2015,350,40900,41.95142409700003,-87.67867407899996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2016,350,40970,41.95142409700003,-87.67867407899996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2017,350,41060,41.95142409700003,-87.67867407899996,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W BERENICE AVE,2018,350,41143,41.95142409700003,-87.67867407899996,census
32,In-Road State Law Stop,N DAMEN AVE & W CHARLESTON ST,2014,350,28269,41.9200585,-87.6777089,google
32,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W CHARLESTON ST,2016,350,28357,41.9200585,-87.6777089,google
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2017,30000,28413,41.9147072,-87.6775761,google
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2021,4550,28611,41.9147072,-87.6775761,google
32,Arterial Street Bump Outs Menu,N DAMEN AVE & W CHURCHILL ST,2022,30774.27,28662,41.9147072,-87.6775761,google
32,In-Road State Law Stop,N DAMEN AVE & W CORTLAND ST,2012,950,28197,41.9162465,-87.6775942,google
32,In-Road State Law Stop,N DAMEN AVE & W CORTLAND ST,2014,950,28265,41.9162465,-87.6775942,google
47,Sidewalk Menu,N DAMEN AVE & W CULLOM AVE,2020,3736.06,41244,41.959632707000026,-87.67891527199998,census
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2012,550,40700,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2014,550,40826,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop,N DAMEN AVE & W EASTWOOD AVE,2015,350,40903,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2016,350,40971,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2017,350,41077,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EASTWOOD AVE,2020,350,41234,41.96600824800004,-87.67910420599998,census
47,Sidewalk Menu,N DAMEN AVE & W EASTWOOD AVE,2020,9232.71,41245,41.96600824800004,-87.67910420599998,census
47,In-Road State Law Stop For Pedestrians Sign Menu,N DAMEN AVE & W EASTWOOD AVE,2022,350,41369,41.96600824800004,-87.67910420599998,census
1,Miscellaneous-CDOT,N Damen Ave & W Erie St,2010,700,353,41.89317592900005,-87.67697366599998,census
1,In-Road State Law Stop,N DAMEN AVE & W EVERGREEN AVE,2013,950,504,41.9060102,-87.6773251,google
1,In-Road State Law Stop,N DAMEN AVE & W EVERGREEN AVE,2014,2450,553,41.9060102,-87.6773251,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2016,600,654,41.9060102,-87.6773251,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2016,600,667,41.9060102,-87.6773251,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2018,600,801,41.9060102,-87.6773251,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W EVERGREEN AVE,2019,600,851,41.9060102,-87.6773251,google
1,Pavement Markings Menu,N DAMEN AVE & W GEORGE ST,2011,1000,404,41.9341108,-87.6781816,google
32,Pavement Markings Menu,N DAMEN AVE & W GEORGE ST,2022,594.72,28669,41.9341108,-87.6781816,google
47,Pedestrian Countdown,N DAMEN AVE & W GRACE ST,2015,33100,40934,41.9505032,-87.6786568,google
1,In-Road State Law Stop,N DAMEN AVE & W HURON ST,2014,950,544,41.894096483000055,-87.67699778499997,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W HURON ST,2016,600,655,41.894096483000055,-87.67699778499997,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W HURON ST,2016,600,668,41.894096483000055,-87.67699778499997,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W HURON ST,2018,600,800,41.894096483000055,-87.67699778499997,census
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W HURON ST,2019,600,850,41.894096483000055,-87.67699778499997,census
1,In-Road State Law Stop For Pedestrians Sign Menu,N DAMEN AVE & W HURON ST,2021,1200,962,41.894096483000055,-87.67699778499997,census
2,In-Road State Law Stop,N DAMEN AVE & W IOWA ST,2015,600,2197,41.89773448100004,-87.67710230299997,census
2,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W IOWA ST,2016,600,2242,41.89773448100004,-87.67710230299997,census
2,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W IOWA ST,2016,600,2243,41.89773448100004,-87.67710230299997,census
1,In-Road State Law Stop,N DAMEN AVE & W LE MOYNE ST,2014,1900,548,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W LE MOYNE ST,2016,600,653,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W LE MOYNE ST,2016,350,666,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W LE MOYNE ST,2018,600,802,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W LE MOYNE ST,2019,600,852,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Signs Menu,N DAMEN AVE & W LE MOYNE ST,2019,600,857,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Sign Menu,N DAMEN AVE & W LE MOYNE ST,2021,600,963,41.9082543,-87.6773976,google
1,In-Road State Law Stop For Pedestrians Sign Menu,N DAMEN AVE & W LE MOYNE ST,2022,600,1003,41.9082543,-87.6773976,google
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W LE MOYNE ST,2017,60000,726,41.9082543,-87.6773976,google
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W LE MOYNE ST,2018,9256.635,792,41.9082543,-87.6773976,google
40,Alley Speed Hump Menu,N DAMEN AVE & W PETERSON AVE,2017,350,35257,41.9906281,-87.6798169,google
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W PIERCE AVE,2017,60000,726,41.9093633,-87.6774202,google
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W PIERCE AVE,2018,9256.635,792,41.9093633,-87.6774202,google
32,In-Road State Law Stop for Pedestrians S,N DAMEN AVE & W ST PAUL AVE,2011,550,28172,41.913086,-87.6775157,google
47,Sidewalk Menu,N DAMEN AVE & W SUNNYSIDE AVE,2020,15969.38,41239,41.963277,-87.6790173,google
1,In-Road State Law Stop,N DAMEN AVE & W THOMAS ST,2013,950,501,41.9013968,-87.677224,google
2,In-Road State Law Stop,N DAMEN AVE & W THOMAS ST,2015,600,2196,41.9013968,-87.677224,google
47,Pedestrian Countdown Signal Menu,N DAMEN AVE & W WILSON AVE,2018,46066,41154,41.9650895,-87.6790765,google
47,In-Road State Law Stop,N DAMEN AVE & W WINONA ST,2012,800,40707,41.9747011,-87.6793491,google
40,Sidewalk Menu,N DAMEN AVE & W WINONA ST,2022,21460.19,35459,41.9747011,-87.6793491,google
30,Floodlight Menu,N DAVLIN CT & N MILWAUKEE AVE,2021,475,26677,41.9385313,-87.7229137,google
42,Miscellaneous-CDOT,N DEARBORN PW & W DELAWARE PL,2009,500,36515,41.8992263,-87.6328705,google
42,Traffic Signals,N DEARBORN ST & E OAK ST,2006,24000,36396,41.9005684,-87.629895200000007,google
42,Street Lighting,N DEARBORN ST & W BURTON PL,2007,80000,36444,41.90946049300004,-87.63015001799994,census
2,1 POD Camera: N Dearborn & W Division,N DEARBORN ST & W DIVISION ST,2020,24776,2389,41.9039153,-87.6299915,google
42,Street Lighting,N DEARBORN ST & W GOETHE ST,2007,80000,36443,41.90580641500003,-87.63004148099998,census
42,1 PTZ Camera Hubbard and Dearborn,N DEARBORN ST & W HUBBARD ST,2022,24776,37052,41.89004041700008,-87.62960331399995,census
42,Street Lighting,N DEARBORN ST & W NORTH AV,2007,80000,36445,41.8966046,-87.6297783,google
42,Street Lighting,N DEARBORN ST & W SCHILLER ST,2007,80000,36442,41.907860578000054,-87.63010579999997,census
42,Miscellaneous-CDOT,N DEWITT PL & W PEARSON ST,2009,700,36516,41.89764202400005,-87.62018069799996,census
35,Street Lighting,N DRAKE AVE & N AVONDALE AVE,2011,10000,30773,41.94430889600005,-87.71632032399998,census
33,1 PTZ Camera - N Drake & W Ainslie,N DRAKE AVE & W AINSLIE ST,2022,24776,29410,41.97018491100005,-87.71708008199994,census
35,1 POD Camera: Drake & Dickens,N DRAKE AVE & W DICKENS AVE,2021,24776,31230,41.91913234200007,-87.71520681499999,census
35,Miscellaneous-CDOT,N ELSTON AV & W GRACE ST,2010,900,30714,41.9501832,-87.7140402,google
33,Miscellaneous-CDOT,N ELSTON AVE & N ALBANY AVE,2011,39,28938,41.94420437900004,-87.70530985199997,census
35,Pedestrian Refuge Island,N ELSTON AVE & N BERNARD ST,2015,36735.5,30941,41.950202051000076,-87.71402496799999,census
35,In-Road State Law Stop,N ELSTON AVE & N CHRISTIANA AVE,2012,550,30813,41.94847751900005,-87.71154469699997,census
35,In-Road State Law Stop For Pedestrians Sign Menu,N ELSTON AVE & N DRAKE AVE,2021,350,31265,41.95190246300007,-87.71653337799995,census
39,w/41st Ward Forest Glen Viaduct Lettering w/ 45th Ward,N ELSTON AVE & N FOREST GLEN AVE,2019,5000,34553,41.97708705800005,-87.75473034699996,census
33,Miscellaneous CDOT Projects,N ELSTON AVE & N FRANCISCO AVE,2022,25000,29428,41.94053422200005,-87.69997948099996,census
35,Traffic Equipment,N ELSTON AVE & N KIMBALL AVE,2014,2350,30933,41.949333755000055,-87.71279086199996,census
45,In-Road State Law Stop,N ELSTON AVE & N LARAMIE AVE,2013,1100,39285,41.9787962,-87.7575335,google
45,In-Road State Law Stop,N ELSTON AVE & N LYNCH AVE,2012,800,39255,41.98106674600007,-87.76121040599998,census
39,High Definition Camera Menu,N ELSTON AVE & N MILWAUKEEAVE,2021,24709.3333333333,34621,41.8969861,-87.6565636,google
39,Pedestrian Refuge Island,N ELSTON AVE & N PULASKI RD,2015,34711,34401,41.9596185,-87.7277448,google
39,Pedestrian Refuge Island Menu,N ELSTON AVE & N PULASKI RD,2016,3240.89,34437,41.9596185,-87.7277448,google
35,In-Road State Law Stop,N ELSTON AVE & W GRACE ST,2012,550,30810,41.9501832,-87.7140402,google
35,In-Road State Law Stop,N ELSTON AVE & W GRACE ST,2014,350,30886,41.9501832,-87.7140402,google
35,Pedestrian Refuge Island,N ELSTON AVE & W GRACE ST,2015,36735.5,30941,41.9501832,-87.7140402,google
42,Traffic Signals,N FAIRBANKS CT & E GRAND AV,2006,5000,36395,41.89180514800006,-87.62023295599994,census
40,Sidewalk Menu,N FAIRFIELD AVE & W ARDMORE AVE,2012,1275,35038,41.986766946000046,-87.69805797499998,census
40,Sidewalk Menu,N FAIRFIELD AVE & W ARDMORE AVE,2013,2117,35073,41.986766946000046,-87.69805797499998,census
1,In-Road State Law Stop,N FAIRFIELD AVE & W ARMITAGE AVE,2013,950,499,41.91750428700004,-87.69597165399995,census
1,In-Road State Law Stop,N FAIRFIELD AVE & W ARMITAGE AVE,2014,950,541,41.91750428700004,-87.69597165399995,census
43,Street Light Upgrade Menu,N FERN CT & W EUGENIE ST,2017,500,37897,41.91287337700004,-87.63935153999995,census
42,Pavement Markings Menu,N FIELD BLVD & E RANDOLPH ST,2016,1400,36863,41.8845342,-87.6173955,google
42,In-Road State Law Stop for Pedestrians S,N FIELD I BLVD & E RANDOLPH ST,2011,950,36597,41.8844621,-87.620571,google
39,Speed Indicator Signs,N FOREST GLEN AVE & N CICERO AVE,2019,5500,34556,41.98559313900006,-87.74830656699999,census
26,In-Road State Law Stop for Pedestrians S,N FRANCISCO AVE & W AUGUSTA BLVD,2011,800,22612,41.89926605900007,-87.69925992199995,census
40,Street Traffic Circle Menu,N FRANCISCO AVE & W GREGORY ST,2017,1163.26,35296,41.9821951,-87.7015517,google
33,In-Road State Law Stop,N FRANCISCO AVE & W MONTROSE AVE,2012,800,28967,41.9612363,-87.7009042,google
33,In-Road State Law Stop,N FRANCISCO AVE & W MONTROSE AVE,2015,600,29086,41.9612363,-87.7009042,google
42,POD CAMERA - FRANKLIN & ONTARIO,N FRANKLIN ST & W ONTARIO ST,2018,27011,36955,41.893171909000046,-87.63561304499996,census
42,Pavement Markings Menu,N FRANKLIN ST & W ONTARIO ST,2019,3500,36987,41.893171909000046,-87.63561304499996,census
42,Left-Turn Arrow Menu,N FRANKLIN ST & W ONTARIO ST,2020,70000,37004,41.893171909000046,-87.63561304499996,census
42,Miscellaneous Other,N GARLAND CT & E RANDOLPH ST,2015,9440,36806,41.8845039,-87.6253494,google
48,Bollard Menu,N GLENWOOD AVE & N RIDGE AVE,2016,2931.44,41836,41.98667448900005,-87.66504263999997,census
46,Alley Apron Menu,N GLENWOOD AVE & W CARMEN AV (5100 N),2011,32488,39903,41.9736421,-87.7554192,google
48,Street Bump Outs Menu,N GLENWOOD AVE & W GREGORY ST,2018,15000,42019,41.98261440300007,-87.66492204399998,census
49,2 LPR/No Camera - 1 SW Jonquil and Sheridan; 1 NW Morse and Glenwood,N GLENWOOD AVE & W MORSE AVE,2022,27410,43000,42.007907,-87.6657481,google
49,Sidewalk Menu,N GLENWOOD AVE & W PRATT BLVD,2021,2208.96,42991,42.005471482000075,-87.66549688799995,census
47,Street Traffic Circle Menu,N GREENVIEW AVE & W BELLE PLAINE AVE,2022,24000,41438,41.956143445000066,-87.66758722899993,census
40,Alley Apron Menu,N GREENVIEW AVE & W DEVON AV (6400 N),2011,22661,34980,41.9974814,-87.7883083,google
32,Sidewalk Menu,N GREENVIEW AVE & W FLETCHER ST,2019,10500,28542,41.938821750000045,-87.66620840799999,census
47,In-Road State Law Stop,N GREENVIEW AVE & W WILSON AVE,2012,410,40712,41.965256529000044,-87.66779626299996,census
43,Pole Painting,N HALSTED ST & N LINCOLN PARK WEST,2008,500,37304,41.9254561,-87.6487544,google
43,Traffic Signals,N HALSTED ST & W ARMITAGE AV,2007,12000,37265,41.918183648000024,-87.64850884399993,census
43,1 Pod Camera: Hasted & Armitage,N HALSTED ST & W ARMITAGE AVE,2020,24776,38014,41.918183648000024,-87.64850884399993,census
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2012,800,38356,41.94271300100007,-87.64935703999998,census
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2013,950,38425,41.94271300100007,-87.64935703999998,census
44,In-Road State Law Stop,N HALSTED ST & W BUCKINGHAM PL,2014,550,38492,41.94271300100007,-87.64935703999998,census
43,Pole Painting,N HALSTED ST & W FULLERTON PW,2008,500,37303,41.9254561,-87.6487544,google
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2012,950,38355,41.93454459000003,-87.64907564799995,census
44,In-Road State Law Stop,N HALSTED ST & W GEORGE ST,2015,600,38579,41.93454459000003,-87.64907564799995,census
46,Traffic Signals,N HALSTED ST & W GRACE ST,2006,18000,39794,41.95119898300004,-87.64961833299998,census
27,1 LPR on Existing Camera: Halsted & Grand,N HALSTED ST & W GRAND AVE,2021,10971,23909,41.891182065000066,-87.64762446899994,census
44,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,38199,41.94911668200007,-87.64954195499996,census
46,Traffic Signals,N HALSTED ST & W WAVELAND AV,2008,50000,39840,41.94911668200007,-87.64954195499996,census
43,Traffic Signals,N HALSTED ST & W WEBSTER AV,2007,12000,37266,41.92181762700005,-87.64862943999998,census
43,Bus Pad,N HALSTED ST & W WRIGHTWOOD AVE,2022,34185.31,38075,41.929085583000074,-87.64888671299997,census
44,Alley Resurfacing Menu,N HALSTED ST & WROSCOE ST,2022,9281.22,38903,41.9436065,-87.6493749,google
47,In-Road State Law Stop,N HAMILTON AVE & W MONTROSE AVE,2012,800,40703,41.96141351700004,-87.68221157899995,census
35,1 PTZ Camera - NEW Hamlin and Belden,N HAMLIN AVE & W BELDEN AVE,2022,24776,31315,41.92271406100008,-87.72182756899997,census
39,Floodlight Menu,N HAMLIN AVE & W GRANVILLE AVE,2017,600,34477,41.99372135200008,-87.72392594999997,census
28,Alley Apron Menu,N HAMLIN AVE & W LAKE ST (234 N),2011,11665,24287,41.8859687,-87.6351135,google
30,Alley Resurfacing Menu,N HAMLIN AVE & W SCHOOL ST,2017,17357.805,26368,41.940976410000076,-87.72234613499995,census
43,Alley Apron Menu,N HAMPDEN CT & W WRIGHTWOOD AV (2635 N),2011,11052,37449,41.9287022,-87.6735552,google
43,Street Light Upgrade Menu,N HAMPDEN CT & W WRIGHTWOOD AVE,2016,4200,37854,41.93066137900007,-87.64146600099997,census
